id,naslov,dolzina,leto,ocena,metascore,glasovi,zasluzek,oznaka,opis
80057,Zombi 2,91,1979,6.9,,23554,,R,Strangers searching for a young woman's missing father arrive at a tropical island where a doctor desperately seeks the cause and cure of a recent epidemic of the undead.
80117,The Wanderers,112,1979,7.4,64,9267,11827,,"Set against the urban jungle of 1963 New York's gangland subculture, this coming of age teenage movie is set around the Italian gang the Wanderers. Slight comedy, slight High School angst ..."
80120,Bojevniki podzemlja,92,1979,7.6,65,86906,22490039,R,"In the near future, a charismatic leader summons the street gangs of New York City in a bid to take it over. When he is killed, The Warriors are falsely blamed and now must fight their way home while every other gang is hunting them down."
80130,Ko poklice neznanec,97,1979,6.5,58,8565,21411158,,"A psychopathic killer terrorizes a babysitter, then returns seven years later to menace her again."
80149,Woyzeck,80,1979,7.1,,8183,,,"Franz Woyzeck is a hapless, hopeless soldier, alone and powerless in society, assaulted from all sides by forces he can not control."
80179,Zui quan,111,1978,7.6,,32918,,PG-13,"Wong Fei-Hung (Jackie Chan) is a mischievous, yet righteous young man, but after a series of incidents, his frustrated father has him disciplined by Beggar So (Siu Tin Yuen), a Master of drunken martial arts."
80310,'Breaker' Morant,107,1980,7.8,72,11411,7142857,,Three Australian lieutenants are court martialed for executing prisoners as a way of deflecting attention from war crimes committed by their superior officers.
80319,Od devetih do petih,109,1980,6.8,58,25179,103290500,,"Three female employees of a sexist, egotistical, lying, hypocritical bigot find a way to turn the tables on him."
80339,Ali je pilot v letalu?,88,1980,7.7,78,193658,83400000,,A man afraid to fly must ensure that a plane lands safely after the pilots become sick.
80354,Alligator,91,1980,5.9,62,9610,,,"A baby alligator is flushed down a Chicago toilet and survives by eating discarded laboratory rats injected with growth hormones. The small reptile grows gigantic, escapes the city sewers, and goes on a rampage."
80360,Korenine prividov,102,1980,6.9,58,29780,19853892,,A Harvard scientist conducts experiments on himself with a hallucinatory drug and an isolation chamber that may be causing him to regress genetically.
80365,American Gigolo,117,1980,6.2,57,19701,23000000,,"A Los Angeles male escort, who mostly caters to an older female clientèle, is accused of a murder which he did not commit."
80377,Any Which Way You Can,116,1980,6.1,51,16169,70687344,,"A trucker turned prize fighter, his brother and their pet orangutan have a series of misadventures involving the mob, corrupt cops, motorcycle gangs and pretty dames."
80388,"Atlantic City, USA",104,1980,7.3,85,13509,,,"In a corrupt city, a small-time gangster and the estranged wife of a pot dealer find themselves thrown together in an escapade of love, money, drugs and danger."
80391,Attack of the Killer Tomatoes!,83,1978,4.6,9,11616,,,A group of scientists band together to save the world from mutated killer tomatoes.
80408,Bad Timing,123,1980,7.0,,7371,,,"A psychiatrist, living in Vienna, enters a torrid relationship with a married woman. When she ends up in the hospital from an overdose, an inspector becomes set on discovering the demise of their affair."
80421,Bitka med zvezdami,104,1980,5.5,,6971,,,"A young farmer sets out to recruit mercenaries to defend his peaceful planet, which is under threat of invasion by the evil tyrant Sador and his armada of aggressors."
80437,Velika prva divizija,113,1980,7.2,77,17574,,R,A hardened sergeant and the four core members of his infantry unit try to survive World War II as they move from battle to battle throughout Europe.
80453,The Blue Lagoon,104,1980,5.8,31,58952,58853106,,"In the Victorian period, two children are shipwrecked on a tropical island in the South Pacific. With no adults to guide them, the two make a simple life together, unaware that sexual maturity will eventually intervene."
80455,Brata Blues,133,1980,7.9,60,170012,57229890,,"Jake Blues, just out from prison, puts together his old band to save the Catholic home where he and brother Elwood were raised."
80472,Bronco Billy,116,1980,6.1,66,9970,24265659,,"An idealistic, modern-day cowboy struggles to keep his Wild West show afloat in the face of hard luck and waning interest."
80474,Brubaker,131,1980,7.2,54,14672,37121708,R,The new warden of a small prison farm in Arkansas tries to clean it up of corruption after initially posing as an inmate.
80487,Caddyshack,98,1980,7.3,48,98342,39846344,,An exclusive golf course has to deal with a brash new member and a destructive dancing gopher.
80491,Kaligula,156,1979,5.3,,31670,23438120,,"Details the graphic and shocking, yet undeniably tragic story of Rome's most infamous Caesar, Gaius Germanicus Caligula."
80516,The Changeling,107,1980,7.2,70,27046,,,A man staying at a secluded historical mansion finds himself being haunted by the presence of a spectre.
80520,Cheech and Chong's Next Movie,99,1980,6.1,66,11097,41675194,,"The two stoners and their friends go through another series of crazy, drug-influenced misadventures."
80549,Coal Miner's Daughter,124,1980,7.5,87,15470,67182787,,"Biographical story of Loretta Lynn, a legendary country singer that came from poverty to worldwide fame. She rose from humble beginnings in Kentucky to superstardom and changing the sound and style of country music forever."
80569,Cruising,102,1980,6.4,43,16920,19798718,,A police detective goes undercover in the underground S&M gay subculture of New York City to catch a serial killer who is preying on gay men.
80610,Zadnji metro,131,1980,7.4,,11279,,,"In occupied Paris, an actress married to a Jewish theater owner must keep him hidden from the Nazis while doing both of their jobs."
80641,The Dogs of War,118,1980,6.3,56,7213,,,"Mercenary James Shannon, on a reconnaissance job to the African nation of Zangaro, is tortured and deported. He returns to lead a coup."
80661,Dressed to Kill,104,1980,7.1,74,31377,31899000,,"A mysterious blonde woman kills one of a psychiatrist's patients, and then goes after the high-class call girl who witnessed the murder."
80678,The Elephant Man,124,1980,8.1,77,203156,,,"A Victorian surgeon rescues a heavily disfigured man who is mistreated while scraping a living as a side-show freak. Behind his monstrous façade, there is revealed a person of kindness, intelligence and sophistication."
80684,Vojna zvezd: epizoda V - Imperij vrača udarec,124,1980,8.7,82,1069361,290475067,PG,"After the Rebels are brutally overpowered by the Empire on the ice planet Hoth, Luke Skywalker begins Jedi training with Yoda, while his friends are pursued by Darth Vader."
80716,Fame,134,1980,6.6,58,18845,21,,A chronicle of the lives of several teenagers who attend a New York high school for students gifted in the performing arts.
80736,Odstevanje na Nimitzu,103,1980,6.7,51,19523,16647800,,"A modern aircraft carrier is thrown back in time to 1941 near Hawaii, just hours before the Japanese attack on Pearl Harbor."
80745,Flash Gordon,111,1980,6.5,58,46576,,,A football player and his friends travel to the planet Mongo and find themselves fighting the tyranny of Ming the Merciless to save Earth.
80749,Megla,89,1980,6.8,55,58255,21378000,,An unearthly fog rolls into a small coastal town exactly 100 years after a ship mysteriously sank in its waters.
80761,Petek trinajsti,95,1980,6.5,22,107974,39754601,,"A group of camp counselors are stalked and murdered by an unknown assailant while trying to reopen a summer camp which, years before, was the site of a child's drowning."
80798,Gloria,123,1980,7.1,68,7549,,,"When a young boy's family is killed by the mob, their tough neighbor Gloria becomes his reluctant guardian. In possession of a book that the gangsters want, the pair go on the run in New York."
80801,The Gods Must Be Crazy,109,1980,7.3,73,49677,30031783,,"A comic allegory about a traveling Bushman who encounters modern civilization and its stranger aspects, including a clumsy scientist and a band of revolutionaries."
80855,Vrata raja,219,1980,6.8,57,12501,3484331,,"A dramatization of the real-life Johnson County War in 1890 Wyoming, in which a Sheriff born into wealth, attempts to protect immigrant farmers from rich cattle interests."
80923,Inferno,106,1980,6.6,,16597,,,An American college student in Rome and his sister in New York investigate a series of killings in both locations where their resident addresses are the domain of two covens of witches.
80979,Kagemusha,180,1980,8.0,84,29085,,,A petty thief with an utter resemblance to a samurai warlord is hired as the lord's double. When the warlord later dies the thief is forced to take up arms in his place.
81059,Lion of the Desert,173,1980,8.4,,12725,,,"In 1929, Italian Fascist dictator Benito Mussolini appoints General Rodolfo Graziani as colonial governor to Italian Libya with orders to stamp-out all resistance from Libyan nationalists led by rebel guerrilla leader Omar Mukhtar."
81070,Črni petek za razbojnike,114,1980,7.6,,17210,,,"An up-and-coming gangster is tested by the insurgence of an unknown, very powerful threat."
81071,The Long Riders,100,1980,7.0,64,9032,23000000,,"The origins, exploits and the ultimate fate of the Jesse James gang is told in a sympathetic portrayal of the bank robbers made up of brothers who begin their legendary bank raids because of revenge."
81114,Maniac,87,1980,6.5,22,12723,,,"A psychotic man, troubled by his childhood abuse, loose in New York City, kills young women and takes their scalps as his trophies. Will he find the perfect woman in a photographer, and end his killing spree?"
81184,Motel Hell,101,1980,6.0,64,8910,6342668,,"A seemingly friendly farmer and his sister kidnap unsuspecting travelers and bury them alive, using them to create the ""special meat"" they are famous for."
81207,My Bodyguard,96,1980,7.1,67,8069,22482952,,"When a boy comes to a new school and gets harassed by a bully, he acquires the services of the school's most feared kid as a bodyguard."
81283,Navadni ljudje,124,1980,7.7,87,42886,54800000,,"The accidental death of the older son of an affluent family deeply strains the relationships among the bitter mother, the good-natured father, and the guilt-ridden younger son."
81318,Paura nella città dei morti viventi,93,1980,6.3,,14260,,,"A reporter and a psychic race to close the Gates of Hell after the suicide of a clergyman caused them to open, allowing the dead to rise from their graves."
81353,Popeye,114,1980,5.2,64,27326,49823057,,The adventures of the famous sailor man and his friends in the seaside town of Sweethaven.
81375,Private Benjamin,109,1980,6.2,59,21950,69847348,R,A sheltered young high society woman joins the United States Army on a whim and finds herself in a more difficult situation than she ever expected.
81383,Prom Night,92,1980,5.4,45,13643,14796236,,"At a high school senior prom, a masked killer stalks four teenagers who were responsible for the accidental death of a classmate six years previously."
81398,Pobesneli bik,129,1980,8.2,89,293374,23383987,,"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it."
81455,Scanners,103,1981,6.8,60,43801,14225876,,A scientist sends a man with extraordinary psychic powers to hunt others like him.
81480,Seems Like Old Times,102,1980,6.7,58,7984,43995918,,"Wrongfully accused of a bank robbery, a writer seeks the help of his ex-wife, who is now married to the soon-to-be D.A. of California."
81505,Izžarevanje,146,1980,8.4,66,799109,44017374,,"A family heads to an isolated hotel for the winter where a sinister presence influences the father into violence, while his psychic son sees horrific forebodings from both past and future."
81506,Shogun Assassin,85,1980,7.4,,9085,,,"When the wife of the Shogun's Decapitator is murdered and he is ordered to commit suicide by the paranoid Shogun, he and his four-year-old son escape and become assassins for hire, embarking on a journey of blood and violent death."
81529,Smokey and the Bandit II,100,1980,5.3,41,13798,66132626,,"The Bandit goes on another cross-country run, transporting an elephant from Florida to Texas. And, once again, Sheriff Buford T. Justice is on his tail."
81534,Somewhere in Time,103,1980,7.2,29,24816,9709597,,A Chicago playwright uses self-hypnosis to travel back in time and meet the actress whose vintage portrait hangs in a grand hotel.
81554,Stardust Memories,89,1980,7.3,,19757,10389003,,"While attending a retrospective of his work, a filmmaker recalls his life and his loves: the inspirations for his films."
81562,Stir Crazy,111,1980,6.8,56,23108,101300000,,"Set up and wrongfully accused, two best friends will be sent to prison for a crime they didn't commit. However, no prison cell could keep them locked in."
81568,The Stunt Man,131,1980,7.1,77,8117,7063886,,"A fugitive stumbles on a movie set just when they need a new stunt man, takes the job as a way to hide out and falls for the leading lady."
81573,Superman II,127,1980,6.8,87,92055,108185706,PG,"Superman agrees to sacrifice his powers to start a relationship with Lois Lane, unaware that three Kryptonian criminals he inadvertently released are conquering Earth."
81617,Terror Train,97,1980,5.9,,8549,,,"Three years after a prank that went terribly awry, the six college students responsible are targeted by a masked killer at a New Year's Eve party aboard a moving train."
81633,Razbojniki za vse case,116,1981,7.0,79,54235,42365581,,"A young boy accidentally joins a band of time travelling dwarves, as they jump from era to era looking for treasure to steal."
81696,Urban Cowboy,132,1980,6.3,61,12162,53300000,,Bud is a young man from the country who learns about life and love in a Houston bar.
81698,Used Cars,113,1980,6.7,68,12596,,,"When the owner of a struggling used car lot is killed, it's up to the lot's hot-shot salesman to save the property from falling into the hands of the owner's ruthless brother and used-car rival."
81748,Where the Buffalo Roam,99,1980,6.7,,10676,6659377,,Semi-biographical film based on the experiences of gonzo journalist Hunter S. Thompson.
81777,Xanadu,96,1980,5.2,35,11073,22762571,,A struggling artist living in Los Angeles meets a girl who may hold the key to his happiness.
81974,Absence of Malice,116,1981,6.9,64,11074,40716963,,"When a prosecutor leaks a false story that a liquor warehouse owner is involved in the murder of a union head, the man's life begins to unravel."
82010,An American Werewolf in London,97,1981,7.5,60,83636,30565292,,Two American college students on a walking tour of Britain are attacked by a werewolf that none of the locals will admit exists.
82031,Arthur,97,1981,6.9,69,24240,95461682,,"Arthur spends his time with booze and whores. His dad has a wife lined up for him that he keeps rejecting - until it's her or being cut off from $750,000,000. Then he goes shopping where he falls in love with a shoplifter."
82085,Strel ni bil izbrisan,108,1981,7.4,85,38535,13747234,,A movie sound recordist accidentally records the evidence that proves that a car accident was actually murder and consequently finds himself in danger.
82089,Telesna strast,113,1981,7.4,77,28426,24058838,,"In the midst of a searing Florida heat wave, a woman persuades her lover, a small-town lawyer, to murder her rich husband."
82096,Podmornica,149,1981,8.3,86,214048,11487676,R,"The claustrophobic world of a WWII German U-boat; boredom, filth and sheer terror."
82100,La boum,110,1980,6.7,,7402,,,This is the story about the first love experiences of a teenage-girl.
82118,The Burning,91,1981,6.4,42,13918,,,"A former summer camp caretaker, horribly burned from a prank gone wrong, lurks around an upstate New York summer camp bent on killing the teenagers responsible for his disfigurement."
82136,The Cannonball Run,95,1981,6.2,28,30938,72179579,,"A wide variety of eccentric competitors participate in a wild and illegal cross-country road race. However, the eccentric entrants will do anything to win the road race, including low-down, dirty tricks."
82158,Ognjene kocije,125,1981,7.2,78,50052,58972904,,"Two British track athletes, one a determined Jew, and the other a devout Christian, compete in the 1924 Olympics."
82176,Christiane F. - Wir Kinder vom Bahnhof Zoo,138,1981,7.6,,19867,,,"This movie portrays the drug scene in Berlin in the 1970s, following tape recordings of Christiane F. 14-year-old Christiane lives with her mother and little sister in a typical multi-story..."
82183,La chèvre,95,1981,7.4,,7199,,,"A daughter of a millionaire, distinguish by incredible bad luck, goes missing. The idea how to find her is either insane or brilliant - to send after her an equally unlucky person."
82186,Clash of the Titans,118,1981,6.9,59,38164,41092328,,Perseus must battle Medusa and the Kraken to save the Princess Andromeda.
82198,Conan the Barbarian,129,1982,6.9,43,129689,39565475,,"A young boy, Conan, becomes a slave after his parents are killed and tribe destroyed by a savage warlord and sorcerer, Thulsa Doom. When he grows up he becomes a fearless, invincible fighter. Set free, he plots revenge against Thulsa Doom."
82242,Mrtvi in pokopani,94,1981,6.6,,8940,216166,,"A suspense horror film set in a small coastal town where, after a series of gory murders commited by mobs of townspeople against visiting tourists, the corpses begin to come back to life."
82250,Death Wish II,89,1982,6.1,11,13310,16100000,,"Architect Paul Kersey once again becomes a vigilante when he tries to find the five street punks who murdered his daughter and housekeeper, this time on the dark streets of Los Angeles."
82269,Diva,117,1981,7.2,,11012,108372,,"Two tapes, two Parisian mob killers, one corrupt policeman, an opera fan, a teenage thief, and the coolest philosopher ever filmed. All these characters twist their way through an intricate and stylish French language thriller."
82288,Dragonslayer,108,1981,6.7,68,13678,14110013,,A young wizarding apprentice is sent to kill a dragon which has been devouring girls from a nearby kingdom.
82307,...E tu vivrai nel terrore! L'aldilà,87,1981,6.8,,18287,123843,,"A young woman inherits an old hotel in Louisiana where, following a series of supernatural ""accidents"", she learns that the building was built over one of the entrances to Hell."
82334,The Entity,125,1982,6.6,35,13498,13277558,,A woman is tormented and sexually molested by an invisible demon.
82340,New York 1997,99,1981,7.2,76,114114,25244700,,"In 1997, when the U.S. president crashes into Manhattan, now a giant maximum security prison, a convicted bank robber is sent in to rescue him."
82348,Excalibur - Mec kralja Arthurja,140,1981,7.4,56,54173,34967437,PG,"Merlin the magician helps Arthur Pendragon unite the Britons around the Round Table of Camelot, even as dark forces conspire to tear it apart."
82351,Eye of the Needle,112,1981,7.1,61,8723,17583634,,"A ruthless German spy, trying to get out of Britain with vital information about D-Day, must spend time with a young woman and her crippled husband."
82377,The Final Conflict,108,1981,5.6,34,17069,20471342,,The now adult Antichrist plots to eliminate his future divine opponent while a cabal of monks plot to stop him.
82398,For Your Eyes Only,127,1981,6.8,54,84957,62300000,,Agent 007 is assigned to hunt for a lost British encryption device and prevent it from falling into enemy hands.
82406,The Fox and the Hound,83,1981,7.3,65,78349,63456988,,Two childhood friends find themselves forced to become enemies.
82416,The French Lieutenant's Woman,124,1981,7.0,64,11065,22600000,,"Wife and husband, both actors, play a couple in love from the Victorian era. Soon they begin to feel that fiction interweaves into reality."
82418,Friday the 13th Part 2,87,1981,6.1,26,52913,21722776,,"Mrs. Voorhees is dead, and Camp Crystal Lake is shut down, but a camp next to the infamous place is stalked by an unknown assailant."
82427,The Funhouse,96,1981,5.9,56,11125,7886857,,Four teenage friends spend the night in a carnival funhouse and are stalked by a deformed man in a Frankenstein mask.
82432,Gallipoli,110,1981,7.4,65,34434,5732587,,Two Australian sprinters face the brutal realities of war when they are sent to fight in the Gallipoli campaign in Turkey during World War I.
82449,Ghost Story,110,1981,6.3,,6932,23371905,,"Two generations of men find themselves haunted by the presence of a spectral woman. When the son of one of the elderly men returns to his hometown after his brother's mysterious death, they attempt to unravel her story."
82474,The Great Muppet Caper,97,1981,7.2,70,12368,31206251,,"Kermit the Frog, The Great Gonzo, and Fozzie Bear are reporters who travel to Britain to interview a rich victim of jewel thieves and help her along with her secretary, Miss Piggy."
82477,Gregory's Girl,91,1980,7.1,,6961,,,Gregory is a normal teen who is infatuated with a classmate. He must work to win her affection.
82484,La guerre du feu,100,1981,7.3,79,19339,20959585,,This story takes place in prehistoric time when three tribesmen search for a new fire source.
82495,Halloween II,92,1981,6.5,40,67994,25533818,,"While Sheriff Brackett and Dr. Loomis hunt for Michael Myers, a traumatized Laurie is rushed to hospital, and the serial killer is not far behind her."
82498,Vse najboljse za moj rojstni dan,111,1981,6.1,24,7497,,,"At the snobby Crawford Academy, Virginia's group of friends start to go missing years after horrible events that happened to her as a child around her birthday."
82509,Heavy Metal,86,1981,6.7,51,28784,,,"A glowing green orb - which embodies ultimate evil - terrorizes a young girl with an anthology of bizarre and fantastic stories of dark fantasy, eroticism and horror."
82517,History of the World: Part I,92,1981,6.9,47,43276,31672907,,Mel Brooks brings his one-of-a-kind comic touch to the history of mankind covering events from the Old Testament to the French Revolution in a series of episodic comedy vignettes.
82533,The Howling,91,1981,6.6,68,28470,17986000,,"After a bizarre and near deadly encounter with a serial killer, a television newswoman is sent to a remote mountain resort whose residents may not be what they seem."
82694,Pobesneli Max 2 - Cestni bojevnik,96,1981,7.6,77,156621,12465371,,"In the post-apocalyptic Australian wasteland, a cynical drifter agrees to help a small, gasoline rich community escape a horde of bandits."
82700,Ljudozerci Amazonke,93,1981,5.2,,8371,,,"Three friends out to disprove cannibalism meet two men on the run who tortured and enslaved a cannibal tribe to find emeralds, and now the tribe is out for revenge."
82736,Mephisto,144,1981,7.8,,8672,,,A German stage actor finds unexpected success and mixed blessings in the popularity of his performance in a Faustian play as the Nazis take power in pre-WWII Germany. As his associates and ...
82748,Mil gritos tiene la noche,85,1982,6.2,,7449,2032311,,The co-eds of a Boston college campus are targeted by a mysterious killer who is creating a human jigsaw puzzle from their body parts.
82766,Mommie Dearest,129,1981,6.7,55,13239,19032261,R,"The abusive and traumatic adoptive upbringing of Christina Crawford at the hands of her mother, screen queen Joan Crawford, is depicted."
82776,Ms .45,80,1981,6.8,62,7505,,,"A timid and mute seamstress goes insane after being attacked and raped twice in one day, in which she takes to the streets of New York City after dark and randomly shoots men with a .45 caliber pistol."
82782,Dan krvavega Valentina,90,1981,6.2,46,15807,5672031,,A decades-old folk tale surrounding a deranged murderer killing those who celebrate Valentine's Day turns out to be true to legend when a group defies the killer's order and people start turning up dead.
82783,My Dinner with Andre,110,1981,7.8,83,15823,5250000,,"Two old friends meet for dinner; as one tells anecdotes detailing his experiences, the other notices their differing worldviews."
82801,Soseda,94,1981,5.6,47,7001,29916207,,"A quiet man's peaceful suburban lifestyle is threatened by the new, obnoxious couple that moves in next door."
82817,Nighthawks,99,1981,6.4,56,15630,14905359,,"Conservative street cop DaSilva reluctantly agrees to terminate an international terrorist who has demanded media attention. But DaSilva's ""at-home"" tactics are very much put to the challenge."
82846,Na zlatem ribniku,109,1981,7.6,68,25755,119285432,,"Norman is a curmudgeon with an estranged relationship with his daughter Chelsea. At Golden Pond, he and his wife nevertheless agree to care for Billy, the son of Chelsea's new boyfriend, and a most unexpected relationship blooms."
82869,Planet prekletih,109,1981,6.6,48,25269,17374595,,"A federal marshal stationed at a mining colony on the Jupiter moon of Io, uncovers a drug-smuggling conspiracy. He gets no help from the workers or authorities when he finds himself marked for murder."
82910,Piranha Part Two: The Spawning,94,1981,3.7,15,7121,,,"A scuba diving instructor, her biochemist boyfriend, and her police chief ex-husband try to link a series of bizarre deaths to a mutant strain of piranha fish whose lair is a sunken freighter ship off a Caribbean island resort."
82933,Possession,124,1981,7.4,72,21025,1113538,,A woman starts exhibiting increasingly disturbing behavior after asking her husband for a divorce. Suspicions of infidelity soon give way to something much more sinister.
82934,Postar vedno zvoni dvakrat,122,1981,6.6,61,20106,12376625,,The sensuous wife of a lunch wagon proprietor and a rootless drifter begin a sordidly steamy affair and conspire to murder her Greek husband.
82949,Le professionnel,108,1981,7.6,,11863,,,"Victim of a plot which has resulted in his imprisonment in a Central African jail for two years, a French secret agent arrives in Paris to settle accounts."
82951,The Prowler,89,1981,6.1,45,8417,,,"An unknown killer, clad in World War II U.S. Army fatigues, stalks a small New Jersey town bent on reliving a 35 year-old double murder by focusing on a group of college kids holding an annual Spring Dance."
82966,Quella villa accanto al cimitero,86,1981,6.2,,11281,,,"A New England home is terrorized by a series of murders, unbeknownst to the guests that a gruesome secret is hiding in the basement."
82970,Ragtime,155,1981,7.3,57,8093,21015710,,"A young black pianist becomes embroiled in the lives of an upper-class white family set among the racial tensions, infidelity, violence, and other nostalgic events in early 1900s New York City."
82971,Lov za izgubljenim zakladom,115,1981,8.4,85,825321,248159971,PG,"In 1936, archaeologist and adventurer Indiana Jones is hired by the U.S. government to find the Ark of the Covenant before Adolf Hitler's Nazis can obtain its awesome powers."
82979,Reds,195,1981,7.3,76,19330,40382659,,"A radical American journalist becomes involved with the Communist revolution in Russia, and hopes to bring its spirit and idealism to the United States."
83109,The Cabbage Soup,98,1981,6.5,,6793,,,2 buddy farmers are visited by aliens who like their domestic cabbage soup.
83111,Southern Comfort,106,1981,7.2,63,14792,5000000,,"During a routine exercise, a team of National Guards are threatened by angry and violent locals."
83131,Stripes,106,1981,6.9,68,60016,85297000,R,Two friends who are dissatisfied with their jobs decide to join the army for a bit of fun.
83169,Taps,126,1981,6.8,49,15641,35856053,,Military cadets take extreme measures to insure the future of their academy when its existence is threatened by local condo developers.
83190,Thief,123,1981,7.4,78,22179,11492915,,"Coming closer to his dream of leading a normal life, a professional safecracker agrees to do a job for the Mafia, who has other plans for him."
83284,Beg v zmago,116,1981,6.7,57,25473,10853418,,"As allied P.O.W.s prepare for a soccer game against the German National Team to be played in Nazi-occupied Paris, the French Resistance and British officers are making plans for the team's escape."
83336,Volkovi,115,1981,6.3,64,8277,10626725,,A New York cop investigates a series of brutal deaths that resemble animal attacks.
83511,48 ur,96,1982,6.9,71,63860,78868508,,"A hard-nosed cop reluctantly teams up with a wise-cracking criminal temporarily paroled to him, in order to track down a killer."
83530,Airplane II: The Sequel,85,1982,6.2,48,45606,27150534,,A faulty computer causes a passenger space shuttle to head straight for the Sun. Can Ted Striker save the day and get the shuttle back on track - again?
83550,Amityville II: The Possession,104,1982,5.5,34,9323,12534817,,"A family moves into their new home, which proves to be satanic, resulting in the demonic possession of the teenage son. Only the local priest can save him."
83564,Annie,126,1982,6.6,39,37065,57059003,,A young orphan girl's adventures in finding a family that will take her.
83624,Basket Case,91,1982,6.1,77,14706,,,A young man carrying a big basket that contains his extremely deformed Siamese-twin brother seeks vengeance on the doctors who separated them against their will.
83630,The Beastmaster,118,1982,6.2,18,18721,14056528,,"A sword-and-sorcery fantasy about a young man's search for revenge. Armed with supernatural powers, the handsome hero and his animal allies wage war against marauding forces."
83642,The Best Little Whorehouse in Texas,114,1982,5.9,40,9219,69701637,,A town's Sheriff and regular patron of a historical whorehouse fights to keep it running when a television reporter targets it as the Devil's playhouse.
83658,Iztrebljevalec,117,1982,8.1,89,639172,32868943,R,"A blade runner must pursue and terminate four replicants who stole a ship in space, and have returned to Earth to find their creator."
83722,Cat People,118,1982,6.1,62,17775,7000000,,A young woman's sexual awakening brings horror when she discovers her urges transform her into a monstrous black leopard.
83739,Class of 1984,98,1982,6.6,49,8582,,,A new teacher at a troubled inner-city high school soon ends up clashing with the delinquent leader of a punk posse that runs the school.
83767,Creepshow,120,1982,6.9,59,38388,21028755,,An anthology which tells five terrifying tales based on the E.C. horror comic books of the 1950s.
83791,The Dark Crystal,93,1982,7.2,66,56135,40577001,,"On another planet in the distant past, a Gelfling embarks on a quest to find the missing shard of a magical crystal, and so restore order to his world."
83798,Dead Men Don't Wear Plaid,88,1982,6.9,,19123,18197170,,Film noir parody with a detective uncovering a sinister plot. Characters from real noirs appear as scenes from various films are intercut.
83806,Deathtrap,116,1982,7.0,54,10925,19282134,,A Broadway playwright puts murder in his plan to take credit for a student's play.
83833,Diner,110,1982,7.1,82,17577,14100000,,A group of college-age buddies struggle with their imminent passage into adulthood in 1959 Baltimore.
83851,The Draughtsman's Contract,108,1982,7.3,,8353,,,A young artist is commissioned by the wife of a wealthy landowner to make a series of drawings of the estate while her husband is away.
83866,E. T. - Vesoljček,115,1982,7.8,91,342488,435110554,PG,A troubled child summons the courage to help a friendly alien escape Earth and return to his home world.
83907,Zlobni mrtveci,85,1981,7.5,71,172408,2400000,NC-17,"Five friends travel to a cabin in the woods, where they unknowingly release flesh-possessing demons."
83908,Evil Under the Sun,117,1982,7.1,61,12340,6110000,,"Trying to find how a millionaire wound up with a phony diamond brings Hercule Poirot (Sir Peter Ustinov) to an exclusive island resort frequented by the rich and famous. When a murder is committed, everyone has an alibi."
83922,Fanny in Alexander,188,1982,8.1,100,52874,4971340,,"Two young Swedish children experience the many comedies and tragedies of their family, the Ekdahls."
83929,Ameriska gimnazija,90,1982,7.2,67,86430,27092880,,"A group of Southern California high school students are enjoying their most important subjects: sex, drugs, and rock n' roll."
83943,Firefox,136,1982,5.9,44,23633,46708276,,A pilot is sent into the Soviet Union on a mission to steal a prototype jet fighter that can be partially controlled by a neuralink.
83944,Rambo,93,1982,7.7,61,207577,47212904,,A veteran Green Beret is forced by a cruel Sheriff and his deputies to flee into the mountains and wage an escalating one-man war against his pursuers.
83946,Fitzcarraldo,158,1982,8.1,,28098,,,"The story of Brian Sweeney Fitzgerald, an extremely determined man who intends to build an opera house in the middle of a jungle."
83972,Friday the 13th Part III,95,1982,5.7,30,42650,36690067,,"Having revived from his wounds, Jason Voorhees takes refuge at a cabin near Crystal Lake. As a group of co-eds arrive for their vacation, Jason continues his killing spree."
83987,Gandhi,191,1982,8.0,79,209260,52767889,,"Gandhi's character is fully explained as a man of nonviolence. Through his patience, he is able to drive the British out of the subcontinent. And the stubborn nature of Jinnah and his commitment towards Pakistan is portrayed."
84021,Briljantina 2,115,1982,4.3,52,30798,15171476,,An English student at a 1960s American high school has to prove himself to the leader of a girls' gang whose members can only date greasers.
84088,Honkytonk Man,122,1982,6.6,50,7386,4484991,,A boy with music talent goes on the journey with his uncle for a stage concert.
84234,Poslednja ameriska devica,92,1982,6.3,43,7304,5829781,,"The friendship of a group of young friends struggling with teen sex, drugs, and work is jeopardized by a romantic interest which may turn pals into bitter rivals."
84237,The Last Unicorn,92,1982,7.5,70,22732,6455530,,A brave unicorn and a magician fight an evil King who is obsessed with attempting to capture the world's unicorns.
84296,The Man from Snowy River,102,1982,7.3,,7316,20659423,,"In 1880s Australia, after young Jim Craig's father dies, Jim takes a job at the Harrison cattle ranch, where he is forced to become a man."
84302,Maratonci trce pocasni krug,92,1982,9.0,,13207,,,"The Topalovic family has been in the burial business for generations. When the old (150 yrs old) Pantelija dies, five generations of his heirs start to fight for the inheritance."
84329,Seks kresne noci,88,1982,6.6,51,17382,9077269,,A wacky inventor and his wife invite two other couples for a weekend party at a romantic summer house in the 1900s countryside.
84335,Missing,122,1982,7.7,78,16878,14000000,,"When an idealistic American writer disappears during the Chilean coup d'état in September 1973, his wife and father try to find him."
84370,My Favorite Year,92,1982,7.4,,8039,20123620,,A dissolute matinee idol is slated to appear on a live TV variety show.
