id,naslov,dolzina,leto,ocena,opis
2103281,Zora planeta opic,130,2014,7.6,A growing nation of genetically evolved apes led by Caesar is threatened by a band of human survivors of the devastating virus unleashed a decade earlier.
1454029,Služkinje,146,2011,8.1,"An aspiring author during the civil rights movement of the 1960s decides to write a book detailing the African American maids' point of view on the white families for which they work, and the hardships they go through on a daily basis."
1979320,Dirka življenja,123,2013,8.1,The merciless 1970s rivalry between Formula One rivals
0367882,Indiana Jones in kraljestvo kristalne lobanje,122,2008,6.2,"In 1957, archaeologist and adventurer Dr. Henry ""Indiana"" Jones, Jr. is called back into action and becomes entangled in a Soviet plot to uncover the secret behind mysterious artifacts known as the Crystal Skulls."
0327056,Skrivnostna reka,138,2003,8.0,The lives of three men who were childhood friends are shattered when one of them has a family tragedy.
0407304,Vojna svetov,116,2005,6.5,"As Earth is invaded by alien tripod fighting machines, one family fights for survival."
0101414,Lepotica in zver,84,1991,8.0,"A selfish prince is cursed to become a monster for the rest of his life, unless he learns to fall in love with a beautiful young woman he keeps prisoner."
1535109,Kapitan Phillips,134,2013,7.8,"The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years."
1568346,Dekle z zmajskim tatujem,158,2011,7.8,"Journalist Mikael Blomkvist is aided in his search for a woman who has been missing for forty years by Lisbeth Salander, a young computer hacker."
1872181,Neverjetni Spider-Man 2,142,2014,6.6,"When New York is put under siege by Oscorp, it is up to Spider-Man to save the city he swore to protect as well as his loved ones."
1790864,Labirint,113,2014,6.8,"Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow ""runners"" for a shot at escape."
0319262,Dan po jutrisnjem,124,2004,6.4,"Jack Hall, paleoclimatologist, must make a daring trek from Washington, D.C. to New York City, to reach his son, trapped in the cross-hairs of a sudden international storm which plunges the planet into a new Ice Age."
0367594,Carli in tovarna cokolade,115,2005,6.7,"A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker."
1457767,Priklicano zlo,112,2013,7.5,Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse.
0443706,Zodiak,157,2007,7.7,"In the late 1960s/early 1970s, a San Francisco cartoonist becomes an amateur detective obsessed with tracking down the Zodiac Killer, an unidentified individual who terrorizes Northern California with a killing spree."
0830515,Kvantum sočutja,106,2008,6.6,James Bond descends into mystery as he tries to stop a mysterious organization from eliminating a country's most valuable resource.
0314331,Pravzaprav ljubezen,135,2003,7.6,"Follows the lives of eight very different couples in dealing with their love lives in various loosely interrelated tales all set during a frantic month before Christmas in London, England."
2713180,Bes,134,2014,7.6,"A grizzled tank commander makes tough decisions as he and his crew fight their way across Germany in April, 1945."
1951265,Igre lakote: Upor - 1. del,123,2014,6.7,"Katniss Everdeen is in District 13 after she shatters the games forever. Under the leadership of President Coin and the advice of her trusted friends, Katniss spreads her wings as she fights to save Peeta and a nation moved by her courage."
0337978,Umri pokoncno 4,128,2007,7.1,John McClane and a young hacker join forces to take down master cyber-terrorist Thomas Gabriel in Washington D.C.
0298148,Shrek 2,93,2004,7.2,Princess Fiona's parents invite her and Shrek to dinner to celebrate her marriage. If only they knew the newlyweds were both ogres.
0335266,Izgubljeno s prevodom,102,2003,7.8,A faded movie star and a neglected young woman form an unlikely bond after crossing paths in Tokyo.
0441773,Kung Fu Panda,92,2008,7.6,"The Dragon Warrior has to clash against the savage Tai Lung as China's fate hangs in the balance. However, the Dragon Warrior mantle is supposedly mistaken to be bestowed upon an obese panda who is a novice in martial arts."
2250912,Spider-Man: vrnitev domov,133,2017,7.5,"Peter Parker balances his life as an ordinary high school student in Queens with his superhero alter-ego Spider-Man, and finds himself on the trail of a new menace prowling the skies of New York City."
0382625,Da Vincijeva šifra,149,2006,6.6,"A murder inside the Louvre, and clues in Da Vinci paintings, lead to the discovery of a religious mystery protected by a secret society for two thousand years, which could shake the foundations of Christianity."
1723121,Mi smo Millerjevi,110,2013,7.0,A veteran pot dealer creates a fake family as part of his plan to move a huge shipment of weed into the U.S. from Mexico.
0217505,Tolpe New Yorka,167,2002,7.5,"In 1863, Amsterdam Vallon returns to the Five Points area of New York City seeking revenge against Bill the Butcher, his father's killer."
0120591,Armageddon,151,1998,6.6,"After discovering that an asteroid the size of Texas is going to impact Earth in less than a month, N.A.S.A. recruits a misfit team of deep core drillers to save the planet."
0325710,Poslednji samuraj,154,2003,7.7,An American military advisor embraces the Samurai culture he was hired to destroy after he is captured in battle.
1399103,Transformerji: Temna stran meseca,154,2011,6.3,"The Autobots learn of a Cybertronian spacecraft hidden on the moon, and race against the Decepticons to reach it and to learn its secrets."
2948356,Zootropolis,108,2016,8.0,"In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy."
0765429,Ameriški gangster,157,2007,7.8,"An outcast New York City cop is charged with bringing down Harlem drug lord Frank Lucas, whose real life inspired this partly biographical film."
0120616,Mumija,124,1999,7.0,"An American serving in the French Foreign Legion on an archaeological dig at the ancient city of Hamunaptra accidentally awakens a mummy that wreaks havoc on him, and his crew."
0360717,King Kong,187,2005,7.2,"In 1933 New York, an overly ambitious movie producer coerces his cast and hired ship crew to travel to the mysterious Skull Island, where they encounter Kong, a giant ape who is immediately smitten with leading lady Ann Darrow."
1055369,Transformerji: maščevanje padlih,150,2009,6.0,"Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war."
0362227,Terminal,128,2004,7.3,"An Eastern European tourist unexpectedly finds himself stranded in JFK airport, and must take up temporary residence there."
0405422,40-letni devicnik,116,2005,7.1,"Goaded by his buddies, a nerdy guy who's never ""done the deed"" only finds the pressure mounting when he meets a single mother."
0780536,Morilca na kolektivca,107,2008,7.9,"Guilt-stricken after a job gone wrong, hitman Ray and his partner await orders from their ruthless boss in Bruges, Belgium, the last place in the world Ray wants to be."
1245492,Konec je tu,107,2013,6.6,"6 Los Angeles celebrities are stuck in James Franco's house after a series of devastating events just destroyed the city. Inside, the group not only will have to face with the apocalypse, but with themselves."
0033467,Drzavljan Kane,119,1941,8.4,"Following the death of a publishing tycoon, news reporters scramble to discover the meaning of his final utterance."
0398286,Zlatolaska,100,2010,7.8,"The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is."
2245084,Velicastnih 6,102,2014,7.8,"The special bond that develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes."
1014759,Alica v cudezni dezeli,108,2010,6.5,"Nineteen-year-old Alice returns to the magical world from her childhood adventure, where she reunites with her old friends and learns of her true destiny: to end the Red Queen's reign of terror."
0117060,Misija - Nemogoce,110,1996,7.1,"An American agent, under false suspicion of disloyalty, must discover and expose the real spy without the help of his organization."
0097165,Drustvo mrtvih pesnikov,128,1989,8.1,English teacher John Keating inspires his students to look at poetry with a different perspective of authentic knowledge and feelings.
1605783,Polnoc v Parizu,94,2011,7.7,"While on a trip to Paris with his fiancée's family, a nostalgic screenwriter finds himself mysteriously going back to the 1920s everyday at midnight."
0139654,Dan za trening,122,2001,7.7,"On his first day on the job as a Los Angeles narcotics officer, a rookie cop goes beyond a full work day in training within the narcotics division of the L.A.P.D. with a rogue detective who isn't what he appears to be."
0093779,The Princess Bride,98,1987,8.1,"While home sick in bed, a young boy's grandfather reads him a story called The Princess Bride."
0163651,American Pie,95,1999,7.0,Four teenage boys enter a pact to lose their virginity by prom night.
0942385,Tropski vihar,107,2008,7.0,"Through a series of freak occurrences, a group of actors shooting a big-budget war movie are forced to become the soldiers they are portraying."
0387564,Sestavljanka groze,103,2004,7.6,"Two strangers, who awaken in a room with no recollection of how they got there, soon discover they're pawns in a deadly game perpetrated by a notorious serial killer."
1060277,Posastno,85,2008,7.0,A group of friends venture deep into the streets of New York on a rescue mission during a rampaging monster attack.
0099088,Vrnitev v prihodnost 3,118,1990,7.4,"Enjoying a peaceable existence in 1885, Doctor Emmet Brown is about to be killed by Buford ""Mad Dog"" Tannen. Marty McFly travels back in time to save his friend."
2980516,Teorija vsega,123,2014,7.7,A look at the relationship between the famous physicist
0181852,Terminator 3: Vstaja strojev,109,2003,6.3,A cybernetic warrior from a post-apocalyptic future travels back in time to protect a 25-year old drifter and his future wife from a most advanced robotic assassin and to ensure they both survive a nuclear attack.
0091763,Vod smrti,120,1986,8.1,A young soldier in Vietnam faces a moral crisis when confronted with the horrors of war and the duality of man.
0032138,Čarovnik iz Oza,102,1939,8.0,Dorothy Gale is swept away from a farm in Kansas to a magical land of Oz in a tornado and embarks on a quest with her new friends to see the Wizard who can help her return home to Kansas and help her friends as well.
2379713,Spectre,148,2015,6.8,"A cryptic message from 007 past sends him pitted against a mysterious terrorist organization called Spectre, and learns of its involvement in previous events of his most dangerous missions."
1895587,V žarišču,129,2015,8.1,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core."
1905041,Furious 6,130,2013,7.1,"Hobbs has Dominic and Brian reassemble their crew to take down a team of mercenaries: Dominic unexpectedly gets convoluted also facing his presumed deceased girlfriend, Letty."
1637688,Trgovci s casom,109,2011,6.7,"In a future where people stop aging at 25, but are engineered to live only one more year, having the means to buy your way out of the situation is a shot at immortal youth. Here, Will Salas finds himself accused of murder and on the run with a hostage - a connection that becomes an important part of the way against the system."
0831387,Godzilla,123,2014,6.4,"The world is beset by the appearance of monstrous creatures, but one of them may be the only one who can save humanity."
2119532,Greben rešenih,139,2016,8.1,World War II American Army Medic
0038650,Cudovito zivljenje,130,1946,8.6,An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed.
0289043,28 dni pozneje,113,2002,7.6,"Four weeks after a mysterious, incurable virus spreads throughout the UK, a handful of survivors try to find sanctuary."
5052448,Zbeži!,104,2017,7.7,"A young African-American visits his white girlfriend's parents for the weekend, where his simmering uneasiness about their reception of him eventually reaches a boiling point."
1856101,Iztrebljevalec 2049,164,2017,8.0,"A young blade runner's discovery of a long-buried secret leads him to track down former blade runner Rick Deckard, who's been missing for thirty years."
0315327,Vsemogocni Bruce,101,2003,6.7,A guy who complains about God too often is given almighty powers to teach him how difficult it is to run the world.
0093773,Predator,107,1987,7.8,A team of commandos on a mission in a Central American jungle find themselves hunted by an extraterrestrial warrior.
0493464,Iskan,110,2008,6.7,A frustrated office worker learns that he is the son of a professional assassin and that he shares his father's superhuman killing abilities.
3385516,Mozje X: apokalipsa,144,2016,7.0,"After the re-emergence of the world's first mutant, the world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan."
0112864,Umri pokončno brez oklevanja,128,1995,7.6,"John McClane and a Harlem store owner are targeted by German terrorist Simon Gruber in New York City, where he plans to rob the Federal Reserve Building."
1690953,"Jaz, baraba 2",98,2013,7.4,"When Gru, the world's most super-bad turned super-dad has been recruited by a team of officials to stop lethal muscle and a host of Gru's own, He has to fight back with new gadgetry, cars, and more minion madness."
0443543,Iluzionist,110,2006,7.6,"In turn-of-the-century Vienna, a magician uses his abilities to secure the love of a woman far above his social standing."
0119567,Izgubljeni svet,129,1997,6.5,A research team is sent to the Jurassic Park Site B island to study the dinosaurs there while another team approaches with another agenda.
0265086,Sestreljeni črni jastreb,144,2001,7.7,160 elite U.S. soldiers drop into Somalia to capture two top lieutenants of a renegade warlord and find themselves in a desperate battle with a large force of heavily-armed Somalis.
0105695,Neoproščeno,130,1992,8.2,"Retired Old West gunslinger William Munny reluctantly takes on one last job, with the help of his old partner and a young man."
3890160,Voznik,112,2017,7.6,"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail."
0363771,"Zgodbe iz Narnije: Lev, carovnica in omara",143,2005,6.9,Four kids travel through a wardrobe to the land of Narnia and learn of their destiny to free it with the guidance of a mystical lion.
0369339,Stranski ucinki,120,2004,7.5,A cab driver finds himself the hostage of an engaging contract killer as he makes his rounds from hit to hit during one night in Los Angeles.
0458352,Hudicevka v Pradi,109,2006,6.9,"A smart but sensible new graduate lands a job as an assistant to Miranda Priestly, the demanding editor-in-chief of a high fashion magazine."
2820852,Hitri in drzni 7,137,2015,7.2,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.
0443453,Borat: učenje o ameriška kultura za krasna narod kazahstanski,84,2006,7.3,"Kazakh TV talking head Borat is dispatched to the United States to report on the greatest country in the world. With a documentary crew in tow, Borat becomes more interested in locating and marrying"
0478311,Napumpana,129,2007,7.0,"For fun-loving party animal Ben Stone, the last thing he ever expected was for his one-night stand to show up on his doorstep eight weeks later to tell him she's pregnant with his child."
0446029,Scott Pilgrim proti vsem,112,2010,7.5,Scott Pilgrim must defeat his new girlfriend's seven evil exes in order to win her heart.
1259521,Koča v gozdu,95,2012,7.0,"Five friends go for a break at a remote cabin, where they get more than they bargained for, discovering the truth behind the cabin in the woods."
0083866,E. T. - Vesoljček,115,1982,7.9,A troubled child summons the courage to help a friendly alien escape Earth and return to his home world.
0086879,Amadeus,160,1984,8.3,"The life, success and troubles of Wolfgang Amadeus Mozart, as told by Antonio Salieri, the contemporary composer who was insanely jealous of Mozart's talent and claimed to have murdered him."
0092005,Ostani z menoj,89,1986,8.1,"After the death of a friend, a writer recounts a boyhood journey to find the body of a missing boy."
1217209,Pogum,93,2012,7.1,"Determined to make her own path in life, Princess Merida defies a custom that brings chaos to her kingdom. Granted one wish, Merida must rely on her bravery and her archery skills to undo a beastly curse."
0349903,Oceanovih 12,125,2004,6.5,Daniel Ocean recruits one more team member so he can pull off three major European heists in this sequel to Ocean's 11.
1596343,Fast Five,130,2011,7.3,Dominic Toretto and his crew of street racers plan a massive heist to buy their freedom while in the sights of a powerful Brazilian drug lord and a dangerous federal agent.
0361862,The Machinist,101,2004,7.7,An industrial worker who hasn't slept in a year begins to doubt his own sanity.
0109686,Butec in butec,107,1994,7.3,The cross-country adventures of 2 good-hearted but incredibly stupid friends.
0079470,Life of Brian,94,1979,8.1,"Born on the original Christmas in the stable next door to Jesus, Brian of Nazareth spends his life being mistaken for a messiah."
0070047,The Exorcist,122,1973,8.0,"When a teenage girl is possessed by a mysterious entity, her mother seeks the help of two priests to save her daughter."
1282140,Lahka punca,92,2010,7.1,A clean-cut high school student relies on the school's rumor mill to advance her social and financial standing.
1371111,Atlas oblakov,172,2012,7.5,"An exploration of how the actions of individual lives impact one another in the past, present and future, as one soul is shaped from a killer into a hero, and an act of kindness ripples across centuries to inspire a revolution."
1772341,Razbijac Ralph,101,2012,7.7,"A video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives."
1190080,2012,158,2009,5.8,A frustrated writer struggles to keep his family alive when a series of global catastrophes threatens to annihilate mankind.
3183660,Magične živali,133,2016,7.4,The adventures of writer Newt Scamander in New York's secret community of witches and wizards seventy years before Harry Potter reads his book in school.
1210166,Zmagovalec,133,2011,7.6,Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.
0099674,Boter 3,162,1990,7.6,"In the midst of trying to legitimize his business dealings in New York City and Italy in 1979, aging Mafia Don Michael Corleone seeks to avow for his sins, while taking his nephew Vincent Mancini under his wing."
0119094,Brez obraza,138,1997,7.3,"In order to foil an extortion plot, an FBI agent undergoes a facial transplant surgery and assumes the identity and physical appearance of a terrorist, but the plan turns from bad to worse when the same terrorist impersonates the FBI agent."
0084787,Stvor,109,1982,8.1,A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.
0317740,Italijanska misija,111,2003,7.0,"After being betrayed and left for dead in Italy, Charlie Croker and his team plan an elaborate gold heist against their former ally."
0351283,Madagaskar,86,2005,6.9,"Spoiled by their upbringing and unaware of what wildlife really is, four animals from the New York Central Zoo escape, unwittingly assisted by four absconding penguins, and find themselves in Madagascar."
1542344,127 ur,94,2010,7.6,"An adventurous mountain climber becomes trapped under a boulder while canyoneering alone near Moab, Utah and resorts to desperate measures in order to survive."
1650062,Super 8,112,2011,7.0,"During the summer of 1979, a group of friends witness a train crash and investigate subsequent unexplained events in their small town."
0408236,Sweeney Todd: Hudicev brivec,116,2007,7.4,"The infamous story of Benjamin Barker, aka Sweeney Todd, who sets up a barber shop in London which is the basis for a sinister partnership with his fellow tenant, Mrs. Lovett."
0840361,Mesto,125,2010,7.6,"As he plans his next job, a longtime thief tries to balance his feelings for a bank manager connected to one of his earlier heists, as well as the F.B.I. Agent looking to bring him and his crew down."
0438488,Terminator: Odresitev,115,2009,6.6,"In 2018, a mysterious new weapon in the war against the machines, half-human and half-machine, comes to John Connor on the eve of a resistance attack on Skynet. But whose side is he on, and can he be trusted?"
0087332,Izganjalci duhov,105,1984,7.8,Three former parapsychology professors set up shop as a unique ghost removal service.
0317219,Avtomobili,117,2006,7.1,"A hot-shot race-car named Lightning McQueen gets waylaid in Radiator Springs, where he finds the true meaning of friendship and family."
0232500,Hitri in drzni,106,2001,6.8,Los Angeles police officer Brian O'Connor must decide where his loyalty really lies when he becomes enamored with the street racing world he has been sent undercover to destroy.
1396484,Tisto,135,2017,7.4,"In the summer of 1989, a group of bullied kids band together to destroy a shapeshifting monster, which disguises itself as a clown and preys on the children of Derry, their small Maine town."
0405094,Življenje drugih,137,2006,8.4,"In 1984 East Berlin, an agent of the secret police, conducting surveillance on a writer and his lover, finds himself becoming increasingly absorbed by their lives."
1065073,Fantovska leta,165,2014,7.9,"The life of Mason, from early childhood to his arrival at college."
2294449,22 Jump Street: Mladenica na faksu,112,2014,7.0,"After making their way through high school (twice), big changes are in store for officers Schmidt and Jenko when they go deep undercover at a local college."
0964517,Borec,116,2010,7.8,"Based on the story of Micky Ward, a fledgling boxer who tries to escape the shadow of his more famous but troubled older boxing brother and get his own shot at greatness."
1632708,Prijatelja samo za seks,109,2011,6.6,"A young man and woman decide to take their friendship to the next level without becoming a couple, but soon discover that adding sex only leads to complications."
3397884,Sicario: onkraj zakona,121,2015,7.6,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.
0396269,Lovca na druzice,119,2005,7.0,"John Beckwith and Jeremy Grey, a pair of committed womanizers who sneak into weddings to take advantage of the romantic tinge in the air, find themselves at odds with one another when John meets and falls for Claire Cleary."
0103639,Aladin,90,1992,8.0,"When a street urchin vies for the love of a beautiful princess, he uses a genie's magic power to make himself off as a prince in order to marry her."
0088847,Sobotni klub,97,1985,7.9,Five high school students meet in Saturday detention and discover how they have a lot more in common than they thought.
0217869,Nezlomljivi,106,2000,7.3,A man learns something extraordinary about himself after a devastating accident.
0052357,Vrtoglavica,128,1958,8.3,A former police detective juggles wrestling with his personal demons and becoming obsessed with a hauntingly beautiful woman.
0454848,Insajder,129,2006,7.6,"A police detective, a bank robber, and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation."
0230600,Vsiljivci,101,2001,7.6,A woman who lives in a darkened old house with her two photosensitive children becomes convinced that her family home is haunted.
0395169,Hotel Ruanda,121,2004,8.1,Paul Rusesabagina was a hotel manager who housed over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda.
0286106,Znamenja,106,2002,6.7,A family living on a farm finds mysterious crop circles in their fields which suggests something more frightening to come.
0119174,Igra,129,1997,7.8,"After a wealthy banker is given an opportunity to participate in a mysterious game, his life is turned upside down when he becomes unable to distinguish between the game and reality."
0096895,Batman,126,1989,7.6,The Dark Knight of Gotham City begins his war on crime with his first major enemy being the clownishly homicidal Joker.
0110475,Maska,101,1994,6.9,Bank clerk Stanley Ipkiss is transformed into a manic superhero when he wears a mysterious mask.
0099423,Umri pokoncno 2,124,1990,7.1,"John McClane attempts to avert disaster as rogue military operatives seize control of Dulles International Airport in Washington, D.C."
1068680,Reci da,104,2008,6.8,"A man challenges himself to say ""yes"" to everything for an entire year."
1182345,Luna,97,2009,7.9,"Astronaut Sam Bell has a quintessentially personal encounter toward the end of his three-year stint on the Moon, where he, working alongside his computer, GERTY, sends back to Earth parcels of a resource that has helped diminish our planet's power problems."
2582846,The Fault in Our Stars,126,2014,7.8,Two teenage cancer patients begin a life-affirming journey to visit a reclusive author in Amsterdam.
1320253,Plačanci,103,2010,6.5,A CIA operative hires a team of mercenaries to eliminate a Latin dictator and a renegade CIA agent.
0120912,Mozje v crnem 2,88,2002,6.1,Agent J needs help so he is sent to find Agent K and restore his memory.
0357413,Voditelj vraca udarec,94,2004,7.2,"Ron Burgundy is San Diego's top-rated newsman in the male-dominated broadcasting of the 1970s, but that's all about to change for Ron and his cronies when an ambitious woman is hired as a new anchor."
0338751,Letalec,170,2004,7.5,A biopic depicting the early years of legendary Director and aviator
0328107,Telesni čuvaj,146,2004,7.7,"In Mexico City, a former assassin swears vengeance on those who committed an unspeakable act against the family he was hired to protect."
0162661,Brezglavi jezdec,105,1999,7.4,"Ichabod Crane is sent to Sleepy Hollow to investigate the decapitations of 3 people with the culprit being the legendary apparition, the Headless Horseman."
1409024,Mozje v crnem 3,106,2012,6.8,Agent J travels in time to M.I.B.'s early days in 1969 to stop an alien from assassinating his friend Agent K and changing history.
1231583,"Draga, pocakaj, sem na poti",95,2010,6.6,High-strung father-to-be Peter Highman is forced to hitch a ride with aspiring actor Ethan Tremblay on a road trip in order to make it to his child's birth on time.
0343660,50 prvih poljubov,99,2004,6.8,"Henry Roth is a man afraid of commitment up until he meets the beautiful Lucy. They hit it off and Henry think he's finally found the girl of his dreams, until he discovers she has short-term memory loss and forgets him the next day."
0317919,Mission: Impossible III,126,2006,6.9,IMF Agent Ethan Hunt comes into conflict with a dangerous and sadistic arms dealer who threatens his life and his fiancee in response.
1306980,50/50,100,2011,7.7,"Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis, and his subsequent struggle to beat the disease."
2381249,Misija: Nemogoce - Odpadniska nacija,131,2015,7.4,"Ethan and team take on their most impossible mission yet, eradicating the Syndicate - an International rogue organization as highly skilled as they are, committed to destroying the IMF."
1193138,V zraku,109,2009,7.4,"Ryan Bingham enjoys living out of a suitcase for his job, travelling around the country firing people, but finds that lifestyle threatened by the presence of a potential love interest, and a new hire."
1907668,Let,138,2012,7.3,"An airline pilot saves almost all his passengers on his malfunctioning airliner which eventually crashed, but an investigation into the accident reveals something troubling."
0363163,Propad,156,2004,8.2,"Traudl Junge, the final secretary for Adolf Hitler, tells of the Nazi dictator's final days in his Berlin bunker at the end of WWII."
1587310,Zlohotnica,97,2014,7.0,"A vengeful fairy is driven to curse an infant princess, only to discover that the child may be the one person who can restore peace to their troubled land."
0111257,Hitrost,116,1994,7.2,A young police officer must prevent a bomb exploding aboard a city bus by keeping its speed above 50 mph.
0118971,Hudicev advokat,144,1997,7.5,An exceptionally adept Florida lawyer is offered a job at a high-end New York City law firm with a high-end boss - the biggest opportunity of his career to date.
0388795,Gora Brokeback,134,2005,7.7,"The story of a forbidden and secretive relationship between two cowboys, and their lives over the years."
0120667,Fantastic Four,106,2005,5.7,"A group of astronauts gain superpowers after a cosmic radiation exposure and must use them to oppose the plans of their enemy, Doctor Victor Von Doom."
1490017,Lego film,100,2014,7.8,"An ordinary LEGO construction worker, thought to be the prophesied as ""special"", is recruited to join a quest to stop an evil tyrant from gluing the LEGO universe into eternal stasis."
0298130,Krog,115,2002,7.1,A journalist must investigate a mysterious videotape which seems to cause the death of anyone in a week of viewing it.
3170832,Soba,118,2015,8.2,"Held captive for years in an enclosed space, a woman and her young son finally gain their freedom, allowing the boy to experience the outside world for the first time."
0496806,Oceanovih 13,122,2007,6.9,"Danny Ocean rounds up the boys for a third heist, after casino owner Willy Bank double-crosses one of the original eleven, Reuben Tishkoff."
1104001,Tron: Zapuscina,125,2010,6.8,The son of a virtual world designer goes looking for his father and ends up inside the digital world that his father designed. He meets his father's corrupted creation and a unique ally who was born inside the digital world.
1596363,Velika poteza,130,2015,7.8,In 2006-7 a group of investors bet against the US mortgage market. In their research they discover how flawed and corrupt the market is.
0377092,Zlobna dekleta,97,2004,7.0,"Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George."
0238380,Ekvilibrij,107,2002,7.5,"In an oppressive future where all forms of feeling are illegal, a man in charge of enforcing the law rises to overthrow the system and state."
0974015,Liga pravicnih,120,2017,6.6,"Fueled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne enlists the help of his newfound ally, Diana Prince, to face an even greater enemy."
4972582,Razcepljen,117,2016,7.3,Three girls are kidnapped by a man with a diagnosed 23 distinct personalities. They must try to escape before the apparent emergence of a frightful new 24th.
0212338,Njeni tastari,108,2000,7.0,"Male nurse Greg Focker meets his girlfriend's parents before proposing, but her suspicious father is every date's worst nightmare."
0213149,Pearl Harbor,183,2001,6.1,A tale of war and romance mixed in with history. The story follows two lifelong friends and a beautiful nurse who are caught up in the horror of an infamous Sunday morning in 1941.
0117500,Alcatraz,136,1996,7.4,"A mild-mannered chemist and an ex-con must lead the counterstrike when a rogue group of military men, led by a renegade general, threaten a nerve gas attack from Alcatraz against San Francisco."
1355644,Potniki,116,2016,7.0,"A spacecraft traveling to a distant colony planet and transporting thousands of people has a malfunction in its sleep chambers. As a result, two passengers are awakened 90 years early."
0910936,Zadetki: Ananas ekspres,111,2008,7.0,A process server and his marijuana dealer wind up on the run from hitmen and a corrupt police officer after he witnesses his dealer's boss murder a competitor while trying to serve papers on him.
0822854,Strelec,124,2007,7.2,"A marksman living in exile is coaxed back into action after learning of a plot to kill the President. Ultimately double-crossed and framed for the attempt, he goes on the run to find the real killer and the reason he was set up."
0462538,Simpsonovi,87,2007,7.3,"After Homer accidentally pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpson family are declared fugitives."
0425210,Srecnez Slevin,110,2006,7.8,A case of mistaken identity lands Slevin into the middle of a war being plotted by two of the city's most rival crime bosses: The Rabbi and The Boss. Slevin is under constant surveillance by relentless Detective Brikowski as well as the infamous assassin Goodkat and finds himself having to hatch his own ingenious plot to get them before they get him.
0399201,Otok,136,2005,6.9,"A man living in a futuristic sterile colony begins to question his circumscribed existence when his friend is chosen to go to the Island, the last uncontaminated place on earth."
5027774,Trije plakati pred mestom,115,2017,8.2,A mother personally challenges the local authorities to solve her daughter's murder when they fail to catch the culprit.
1187043,3 Idiots,170,2009,8.4,"Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them ""idiots""."
0120601,Biti John Malkovich,113,1999,7.8,A puppeteer discovers a portal that leads literally into the head of movie star
0455944,Pravicnik,132,2014,7.2,"A man believes he has put his mysterious past behind him and has dedicated himself to beginning a new, quiet life. But when he meets a young girl under the control of ultra-violent Russian gangsters, he can't stand idly by - he has to help her."
1748122,Kraljestvo vzhajajoce lune,94,2012,7.8,"A pair of young lovers flee their New England town, which causes a local search party to fan out to find them."
0166924,Mulholland Drive,147,2001,8.0,"After a car wreck on the winding Mulholland Drive renders a woman amnesiac, she and a perky Hollywood-hopeful search for clues and answers across Los Angeles in a twisting venture beyond dreams and reality."
0120755,Mission: Impossible II,123,2000,6.1,"IMF Agent Ethan Hunt is sent to Sydney, to find and destroy a genetically modified disease called ""Chimera""."
0091042,Prosti dan Ferrisa Bullerja,103,1986,7.8,"A high school wise guy is determined to have a day off from school, despite what the Principal thinks of that."
5463162,Deadpool 2,119,2018,7.9,"Foul-mouthed mutant mercenary Wade Wilson (AKA. Deadpool), brings together a team of fellow mutant rogues to protect a young boy with supernatural abilities from the brutal, time-traveling cyborg, Cable."
