id,naslov,leto,dolzina,ocena,opis
413267,Shrek the Third,2007,93,6.1,"When his new father-in-law, King Harold falls ill, Shrek is looked at as the heir to the land of Far, Far Away. Not one to give up his beloved swamp, Shrek recruits his friends Donkey and Puss in Boots to install the rebellious Artie as the new king. Princess Fiona, however, rallies a band of royal girlfriends to fend off a coup d'etat by the jilted Prince Charming."
463854,28 Weeks Later,2007,100,7.0,"Six months after the rage virus was inflicted on the population of Great Britain, the US Army helps to secure a small area of London for the survivors to repopulate and start again. But not everything goes to plan."
401729,John Carter,2012,132,6.6,"Transported to Barsoom, a Civil War vet discovers a barren planet seemingly inhabited by 12-foot tall barbarians. Finding himself prisoner of these creatures, he escapes, only to encounter Woola and a princess in desperate need of a savior."
1187043,3 Idiots,2009,170,8.4,"Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them ""idiots""."
486655,Stardust,2007,127,7.7,"In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm."
286716,Hulk,2003,138,5.7,"Bruce Banner, a genetics researcher with a tragic past, suffers an accident that causes him to transform into a raging green monster when he gets angry."
955308,Robin Hood,2010,140,6.7,"In 12th century England, Robin and his band of marauders confront corruption in a local village and lead an uprising against the crown that will forever alter the balance of world power."
120623,A Bug's Life,1998,95,7.2,"A misfit ant, looking for ""warriors"" to save his colony from greedy grasshoppers, recruits a group of bugs that turn out to be an inept circus troupe."
332379,School of Rock,2003,108,7.1,"After being kicked out of a rock band, Dewey Finn becomes a substitute teacher of a strict elementary private school, only to try and turn it into a rock band."
290002,Meet the Fockers,2004,115,6.3,All hell breaks loose when the Byrnes family meets the Focker family for the first time.
429493,The A-Team,2010,117,6.8,"A group of Iraq War veterans looks to clear their name with the U.S. military, who suspect the four men of committing a crime for which they were framed."
61722,The Graduate,1967,106,8.0,A disillusioned college graduate finds himself torn between his older lover and her daughter.
1895587,Spotlight,2015,128,8.1,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core."
1401152,Unknown,2011,113,6.9,"A man awakens from a coma, only to discover that someone has taken on his identity and that no one, (not even his wife), believes him. With the help of a young woman, he sets out to prove who he is."
265666,The Royal Tenenbaums,2001,110,7.6,An estranged family of former child prodigies reunites when their father announces he is terminally ill.
1028528,Death Proof,2007,113,7.1,"Two separate sets of voluptuous women are stalked at different times by a scarred stuntman who uses his ""death proof"" cars to execute his murderous plans."
450385,1408,2007,104,6.8,"A man who specializes in debunking paranormal occurrences checks into the fabled room 1408 in the Dolphin Hotel. Soon after settling in, he confronts genuine terror."
112384,Apollo 13,1995,140,7.6,NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.
808151,Angels & Demons,2009,138,6.7,Harvard symbologist Robert Langdon works to solve a murder and prevent a terrorist act against the Vatican.
113497,Jumanji,1995,104,6.9,"When two kids find and play a magical board game, they release a man trapped for decades in it and a host of dangers that can only be stopped by finishing the game."
103644,Alien 3,1992,114,6.4,"After her last encounter, Ripley crash-lands on Fiorina Fury 161, a maximum security prison. When a series of strange and deadly events occur shortly after her arrival, Ripley realizes that she brought along an unwelcome visitor."
320691,Underworld,2003,121,7.0,"Selene, a beautiful warrior, is entrenched in a war between the vampire and werewolf races. Although she is aligned with the vampires, she falls in love with Michael, a human who is sought by werewolves for unknown reasons."
411477,Hellboy II: The Golden Army,2008,120,7.0,"The mythical world starts a rebellion against humanity in order to rule the Earth, so Hellboy and his team must save the world from the rebellious creatures."
183649,Phone Booth,2002,81,7.1,"Stuart Shepard finds himself trapped in a phone booth, pinned down by an extortionist's sniper rifle."
212985,Hannibal,2001,131,6.8,"Living in exile, Hannibal Lecter tries to reconnect with now disgraced FBI agent Clarice Starling and finds himself a target for revenge from a powerful victim."
187393,The Patriot,2000,165,7.1,Peaceful farmer Benjamin Martin is driven to lead the Colonial Militia during the American Revolution when a sadistic British officer murders his son.
181875,Almost Famous,2000,122,7.9,A high-school boy is given the chance to write a story for Rolling Stone Magazine about an up-and-coming rock band as he accompanies it on their concert tour.
259711,Vanilla Sky,2001,136,6.9,A self-indulgent and vain publishing magnate finds his privileged life upended after a vehicular accident with a resentful lover.
258000,Panic Room,2002,112,6.8,"A divorced woman and her diabetic daughter take refuge in their newly-purchased house's safe room, when three men break-in, searching for a missing fortune."
3397884,Sicario,2015,121,7.6,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.
1091191,Lone Survivor,2013,121,7.6,"Marcus Luttrell and his team set out on a mission to capture or kill notorious Taliban leader Ahmad Shah, in late June 2005. Marcus and his team are left to fight for their lives in one of the most valiant efforts of modern warfare."
2194499,About Time,2013,123,7.8,"At the age of 21, Tim discovers he can travel in time and change what happens and has happened in his own life. His decision to make his world a better place by getting a girlfriend turns out not to be as easy as you might think."
1591095,Insidious,2010,103,6.8,A family looks to prevent evil spirits from trapping their comatose child in a realm called The Further.
1033575,The Descendants,2011,115,7.3,A land baron tries to reconnect with his two daughters after his wife is seriously injured in a boating accident.
1706593,Chronicle,2012,84,7.1,"Whilst attending a party, three high school friends gain superpowers after making an incredible discovery underground. Soon, though, they find their lives spinning out of control and their bond tested as they embrace their darker sides."
2302755,Olympus Has Fallen,2013,119,6.5,"Disgraced Secret Service agent (and former presidential guard) Mike Banning finds himself trapped inside the White House in the wake of a terrorist attack; using his inside knowledge, Banning works with national security to rescue the President from his kidnappers."
1013752,Fast & Furious,2009,107,6.7,"Brian O'Conner, now working for the FBI in LA, teams up with Dominic Toretto to bring down a heroin importer by infiltrating his operation."
125439,Notting Hill,1999,124,7.0,The life of a simple bookshop owner changes when he meets the most famous film star in the world.
289765,Red Dragon,2002,124,7.2,"A retired FBI agent with psychological gifts is assigned to help track down ""The Tooth Fairy"", a mysterious serial killer; aiding him is imprisoned criminal genius Hannibal ""The Cannibal"" Lecter."
1343727,Dredd,2012,95,7.1,"In a violent, futuristic city where the police have the authority to act as judge, jury and executioner, a cop teams with a trainee to take down a gang that deals the reality-altering drug, SLO-MO."
1650554,Kick-Ass 2,2013,103,6.6,"Following Kick-Ass' heroics, other citizens are inspired to become masked crusaders. But the Red Mist leads his own group of evil supervillains to kill Kick-Ass and destroy everything for which he stands."
1601913,The Grey,2011,117,6.8,"After their plane crashes in Alaska, six oil workers are led by a skilled huntsman to survival, but a pack of merciless wolves haunts their every step."
1386703,Total Recall,2012,118,6.3,"A factory worker, Douglas Quaid, begins to suspect that he is a spy after visiting Rekall - a company that provides its clients with implanted fake memories of a life they would like to have led - goes wrong and he finds himself on the run."
1440129,Battleship,2012,131,5.9,A fleet of ships is forced to do battle with an armada of unknown origins in order to discover and thwart their destructive goals.
2948356,Zootopia,2016,108,8.1,"In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy."
104431,Home Alone 2: Lost in New York,1992,120,6.6,"One year after Kevin was left home alone and had to defeat a pair of bumbling burglars, he accidentally finds himself in New York City, and the same criminals are not far behind."
2024469,Non-Stop,2014,106,7.0,An air marshal springs into action during a transatlantic flight after receiving a series of text messages that put his fellow passengers at risk unless the airline transfers $150 million into an off-shore account.
196229,Zoolander,2001,90,6.6,"At the end of his career, a clueless fashion model is brainwashed to kill the Prime Minister of Malaysia."
118884,Contact,1997,150,7.4,"Dr. Ellie Arroway, after years of searching, finds conclusive radio proof of intelligent aliens, who send plans for a mysterious machine."
257044,Road to Perdition,2002,117,7.7,Bonds of loyalty are put to the test when a hitman's son witnesses what his father does for a living.
1959490,Noah,2014,138,5.8,A man is chosen by his world's creator to undertake a momentous mission before an apocalyptic flood cleanses the world.
151804,Kako dobiti nogo,1999,89,7.8,Three company workers who hate their jobs decide to rebel against their greedy boss.
252866,American Pie 2,2001,108,6.4,In this sequel to the hit comedy
1385826,The Adjustment Bureau,2011,106,7.1,The affair between a politician and a contemporary dancer is affected by mysterious forces keeping the lovers apart.
1077368,Dark Shadows,2012,113,6.2,"An imprisoned vampire, Barnabas Collins, is set free and returns to his ancestral home, where his dysfunctional descendants are in need of his protection."
120804,Resident Evil,2002,100,6.7,"A special military unit fights a powerful, out-of-control supercomputer and hundreds of scientists who have mutated into flesh-eating creatures after a laboratory accident."
824747,Changeling,2008,141,7.8,"A grief-stricken mother takes on the LAPD to her own detriment when it stubbornly tries to pass off an obvious impostor as her missing child, while also refusing to give up hope that she will find him one day."
113189,GoldenEye,1995,130,7.2,James Bond teams up with the lone survivor of a destroyed Russian research center to stop the hijacking of a nuclear space weapon by a fellow agent formerly believed to be dead.
497465,Ljubezen v Barceloni,2008,96,7.2,"Two girlfriends on a summer holiday in Spain become enamored with the same painter, unaware that his ex-wife, with whom he has a tempestuous relationship, is about to re-enter the picture."
221027,Blow,2001,124,7.6,"The story of George Jung, the man who established the American cocaine market in the 1970s."
1596363,The Big Short,2015,130,7.8,"Four denizens in the world of high-finance predict the credit and housing bubble collapse of the mid-2000s, and decide to take on the big banks for their greed and lack of foresight."
443272,Lincoln,2012,150,7.4,"As the Civil War continues to rage, America's president struggles with continuing carnage on the battlefield as he fights with many inside his own cabinet on the decision to emancipate the slaves."
978764,Sucker Punch,2011,110,6.1,"A young girl is institutionalized by her abusive stepfather. Retreating to an alternative reality as a coping strategy, she envisions a plan which will help her escape from the mental facility."
144117,The Boondock Saints,1999,108,7.9,Fraternal twins set out to rid Boston of the evil men operating there while being tracked down by an FBI agent.
338526,Van Helsing,2004,131,6.0,The notorious monster hunter is sent to Transylvania to stop Count Dracula who is using Dr. Frankenstein's research and a werewolf for some sinister purpose.
479884,Crank,2006,88,7.0,Professional assassin Chev Chelios learns his rival has injected him with a poison that will kill him if his heart rate drops.
438097,Ice Age: The Meltdown,2006,91,6.9,"Manny, Sid, and Diego discover that the ice age is coming to an end, and join everybody for a journey to higher ground. On the trip, they discover that Manny, in fact, is not the last of the woolly mammoths."
1464540,I Am Number Four,2011,109,6.1,"Aliens and their Guardians are hiding on Earth from intergalactic bounty hunters. They can only be killed in numerical order, and Number Four is next on the list. This is his story."
105323,Scent of a Woman,1992,156,8.0,"A prep school student needing money agrees to ""babysit"" a blind man, but the job is not at all what he anticipated."
1032755,RocknRolla,2008,114,7.3,"In London, a real-estate scam puts millions of pounds up for grabs, attracting some of the city's scrappiest tough guys and its more established underworld types, all of whom are looking to get rich quick. While the city's seasoned criminals vie for the cash, an unexpected player -- a drugged out rock 'n' roller presumed to be dead but very much alive -- has a multi-million dollar prize fall into..."
430922,Modeli,2008,99,6.9,Wild behavior forces a pair of energy drink reps to enroll in a Big Brother program.
363547,Dawn of the Dead,2004,101,7.4,"A nurse, a policeman, a young married couple, a salesman, and other survivors of a worldwide plague that is producing aggressive, flesh-eating zombies, take refuge in a mega Midwestern shopping mall."
75686,Annie Hall,1977,93,8.1,Neurotic New York comedian Alvy Singer falls in love with the ditzy Annie Hall.
414387,Pride & Prejudice,2005,129,7.8,"Sparks fly when spirited Elizabeth Bennet meets single, rich, and proud Mr. Darcy. But Mr. Darcy reluctantly finds himself falling in love with a woman beneath his class. Can each overcome their own pride and prejudice?"
452623,Gone Baby Gone,2007,114,7.7,"Two Boston area detectives investigate a little girl's kidnapping, which ultimately turns into a crisis both professionally and personally."
56172,Lawrence of Arabia,1962,216,8.4,The story of
368447,The Village,2004,108,6.5,A series of events tests the beliefs of a small isolated countryside village.
134847,Pitch Black,2000,109,7.1,"A commercial transport ship and its crew are marooned on a planet full of bloodthirsty creatures that only come out to feast at night. But then, they learn that a month-long eclipse is about to occur."
783233,Atonement,2007,123,7.8,"Fledgling writer Briony Tallis, as a thirteen-year-old, irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit."
1092026,Paul,2011,104,7.0,Two British comic-book geeks traveling across the U.S. encounter an alien outside Area 51.
322259,2 Fast 2 Furious,2003,107,5.9,Former cop Brian O'Conner is called upon to bust a dangerous criminal and he recruits the help of a former childhood friend and street racer who has a chance to redeem himself.
120611,Blade,1998,120,7.1,"A half-vampire, half-mortal man becomes a protector of the mortal race, while slaying evil vampires."
427944,Thank You for Smoking,2005,92,7.6,"Satirical comedy follows the machinations of Big Tobacco's chief spokesman, Nick Naylor, who spins on behalf of cigarettes while trying to remain a role model for his twelve-year-old son."
3385516,X-Men: Apocalypse,2016,144,7.2,"After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan."
93409,Lethal Weapon,1987,110,7.6,"A veteran cop, Murtaugh, is partnered with a young suicidal cop, Riggs. Both having one thing in common; hating working in pairs. Now they must learn to work with one another to stop a gang of drug smugglers."
112462,Batman Forever,1995,121,5.4,"Batman must battle Two-Face and The Riddler with help from an amorous psychologist and a young circus acrobat who becomes his sidekick, Robin."
478087,21,2008,123,6.8,"""21"" is the fact-based story about six MIT students who were trained to become experts in card counting and subsequently took Vegas casinos for millions in winnings."
414993,The Fountain,2006,96,7.3,"As a modern-day scientist, Tommy is struggling with mortality, desperately searching for the medical breakthrough that will save the life of his cancer-stricken wife, Izzi."
2229499,Don Jon,2013,90,6.6,"A New Jersey guy dedicated to his family, friends, and church, develops unrealistic expectations from watching porn and works to find happiness and intimacy with his potential true love."
1340138,Terminator Genisys,2015,126,6.5,"When John Connor, leader of the human resistance, sends Sgt. Kyle Reese back to 1984 to protect Sarah Connor and safeguard the future, an unexpected turn of events creates a fractured timeline."
396171,Perfume: The Story of a Murderer,2006,147,7.5,"Jean-Baptiste Grenouille, born with a superior olfactory sense, creates the world's finest perfume. His work, however, takes a dark turn as he searches for the ultimate scent."
111503,True Lies,1994,141,7.2,"A fearless, globe-trotting, terrorist-battling secret agent has his life turned upside down when he discovers his wife might be having an affair with a used car salesman."
94721,Beetlejuice,1988,92,7.5,"A couple of recently deceased ghosts contract the services of a ""bio-exorcist"" in order to remove the obnoxious new owners of their house."
448134,Sunshine,2007,107,7.3,A team of international astronauts are sent on a dangerous mission to reignite the dying Sun with a nuclear fission bomb in 2057.
116695,Jerry Maguire,1996,139,7.3,"When a sports agent has a moral epiphany and is fired for expressing it, he decides to put his new philosophy to the test as an independent with the only athlete who stays with him."
118688,Batman & Robin,1997,125,3.7,Batman and Robin try to keep their relationship together even as they must stop Mr. Freeze and Poison Ivy from freezing Gotham City.
1655442,The Artist,2011,100,8.0,"A silent movie star meets a young dancer, but the arrival of talking pictures sends their careers in opposite directions."
1386588,The Other Guys,2010,107,6.7,Two mismatched New York City detectives seize an opportunity to step up like the city's top cops whom they idolize -- only things don't quite go as planned.
185937,The Blair Witch Project,1999,81,6.4,"Three film students vanish after traveling into a Maryland forest to film a documentary on the local Blair Witch legend, leaving only their footage behind."
976051,The Reader,2008,124,7.6,"Post-WWII Germany: Nearly a decade after his affair with an older woman came to a mysterious end, law student Michael Berg re-encounters his former lover as she defends herself in a war-crime trial."
315733,21 Grams,2003,124,7.7,"A freak accident brings together a critically ill mathematician, a grieving mother, and a born-again ex-con."
121164,Corpse Bride,2005,77,7.4,"When a shy groom practices his wedding vows in the inadvertent presence of a deceased young woman, she rises from the grave assuming he has married her."
215750,Enemy at the Gates,2001,131,7.6,A Russian and a German sniper play a game of cat-and-mouse during the Battle of Stalingrad.
118749,Boogie Nights,1997,155,7.9,The story of a young man's adventures in the Californian pornography industry of the late 1970s and early 1980s.
765443,Eastern Promises,2007,100,7.7,A Russian teenager living in London who dies during childbirth leaves clues to a midwife in her journal that could tie her child to a rape involving a violent Russian mob family.
432348,Saw II,2005,93,6.6,A detective and his team must rescue eight people trapped in a factory by the twisted serial killer known as Jigsaw.
1124035,The Ides of March,2011,101,7.1,An idealistic staffer for a new presidential candidate gets a crash course on dirty politics during his stint on the campaign trail.
120660,Enemy of the State,1998,132,7.3,A lawyer becomes a target by a corrupt politician and his NSA goons when he accidentally receives key evidence to a serious politically motivated crime.
358273,Walk the Line,2005,136,7.9,A chronicle of country music legend
298203,8 Mile,2002,110,7.0,"A young rapper, struggling with every aspect of his life, wants to make it big but his friends and foes make this odyssey of rap harder than it may seem."
120812,Rush Hour,1998,98,6.9,Two cops team up to get back a kidnapped daughter.
1817273,The Place Beyond the Pines,2012,140,7.3,"A motorcycle stunt rider turns to robbing banks as a way to provide for his lover and their newborn child, a decision that puts him on a collision course with an ambitious rookie cop navigating a department ruled by a corrupt detective."
175142,Scary Movie,2000,88,6.2,"A year after disposing of the body of a man they accidentally killed, a group of dumb teenagers are stalked by a bumbling serial killer."
1213663,The World's End,2013,109,7.0,Five friends who reunite in an attempt to top their epic pub crawl from twenty years earlier unwittingly become humanity's only hope for survival.
333766,Garden State,2004,102,7.6,A quietly troubled young man returns home for his mother's funeral after being estranged from his family for a decade.
486822,Disturbia,2007,105,6.9,A teen living under house arrest becomes convinced his neighbor is a serial killer.
399146,A History of Violence,2005,96,7.5,"A mild-mannered man becomes a local hero through an act of violence, which sets off repercussions that will shake his family to its very core."
420223,Stranger Than Fiction,2006,113,7.6,"An IRS auditor suddenly finds himself the subject of narration only he can hear: narration that begins to affect his entire life, from his work, to his love-interest, to his death."
99348,Dances with Wolves,1990,181,8.0,"Lt. John Dunbar, exiled to a remote western Civil War outpost, befriends wolves and Indians, making him an intolerable aberration in the military."
448011,Knowing,2009,121,6.2,M.I.T. professor John Koestler links a mysterious list of numbers from a time capsule to past and future disasters and sets out to prevent the ultimate catastrophe.
1931533,Seven Psychopaths,2012,110,7.2,A struggling screenwriter inadvertently becomes entangled in the Los Angeles criminal underworld after his oddball friends kidnap a gangster's beloved Shih Tzu.
183505,"Me, Myself & Irene",2000,116,6.5,A nice-guy cop with dissociative identity disorder must protect a woman on the run from a corrupt ex-boyfriend and his associates.
1212450,Lawless,2012,116,7.3,"Set in Depression-era Franklin County, Virginia, a trio of bootlegging brothers are threatened by a new special deputy and other authorities angling for a cut of their profits."
3682448,Bridge of Spies,2015,142,7.6,"During the Cold War, an American lawyer is recruited to defend an arrested Soviet spy in court, and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 spy plane pilot, Francis Gary Powers."
1673434,The Twilight Saga: Breaking Dawn - Part 2,2012,115,5.5,"After the birth of Renesmee, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi."
364725,Dodgeball: A True Underdog Story,2004,92,6.7,A group of misfits enter a Las Vegas dodgeball tournament in order to save their cherished local gym from the onslaught of a corporate health fitness chain.
1731141,Ender's Game,2013,114,6.7,"Young Ender Wiggin is recruited by the International Military to lead the fight against the Formics, a genocidal alien race which nearly annihilated the human race in a previous invasion."
302886,Old School,2003,88,7.2,Three friends attempt to recapture their glory days by opening up a fraternity near their alma mater.
825232,The Bucket List,2007,97,7.4,Two terminally ill men escape from a cancer ward and head off on a road trip with a wish list of to-dos before they die.
112471,Before Sunrise,1995,105,8.1,"A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together."
1588173,Warm Bodies,2013,98,6.9,"After a highly unusual zombie saves a still-living girl from an attack, the two form a relationship that sets in motion events that might transform the entire lifeless world."
1179904,Paranormal Activity,2007,86,6.3,"After moving into a suburban home, a couple becomes increasingly disturbed by a nightly demonic presence."
1325004,The Twilight Saga: Eclipse,2010,124,4.9,"As a string of mysterious killings grips Seattle, Bella, whose high school graduation is fast approaching, is forced to choose between her love for vampire Edward and her friendship with werewolf Jacob."
1302011,Kung Fu Panda 2,2011,90,7.3,"Po and his friends fight to stop a peacock villain from conquering China with a deadly new weapon, but first the Dragon Warrior must come to terms with his past."
1192628,Rango,2011,107,7.2,"Rango is an ordinary chameleon who accidentally winds up in the town of Dirt, a lawless outpost in the Wild West in desperate need of a new sheriff."
985699,Valkyrie,2008,121,7.1,A dramatization of the 20 July assassination and political coup plot by desperate renegade German Army officers against Hitler during World War II.
296572,The Chronicles of Riddick,2004,119,6.7,"The wanted criminal Riddick arrives on a planet called Helion Prime, and finds himself up against an invading empire called the Necromongers, an army that plans to convert or kill all humans in the universe."
1706620,Snowpiercer,2013,126,7.0,"Set in a future where a failed climate-change experiment kills all life on the planet except for a lucky few who boarded the Snowpiercer, a train that travels around the globe, where a class system emerges."
72890,Dog Day Afternoon,1975,125,8.0,A man robs a bank to pay for his lover's operation; it turns into a hostage situation and a media circus.
118655,Austin Powers: International Man of Mystery,1997,89,7.0,"A 1960s hipster secret agent is brought out of cryofreeze to oppose his greatest enemy in the 1990s, where his social attitudes are glaringly out of place."
457939,The Holiday,2006,138,6.9,"Two women troubled with guy-problems swap homes in each other's countries, where they each meet a local guy and fall in love."
1234721,RoboCop,2014,117,6.2,"In 2028 Detroit, when Alex Murphy - a loving husband, father and good cop - is critically injured in the line of duty, the multinational conglomerate OmniCorp sees their chance for a part-man, part-robot police officer."
102057,Hook,1991,142,6.7,"When Captain Hook kidnaps his children, an adult Peter Pan must return to Neverland and reclaim his youthful spirit in order to challenge his old enemy."
259324,Ghost Rider,2007,114,5.2,"Stunt motorcyclist Johnny Blaze gives up his soul to become a hellblazing vigilante, to fight against power hungry Blackheart, the son of the devil himself."
465234,National Treasure: Book of Secrets,2007,124,6.5,Benjamin Gates must follow a clue left in John Wilkes Booth's diary to prove his ancestor's innocence in the assassination of Abraham Lincoln.
1324999,The Twilight Saga: Breaking Dawn - Part 1,2011,117,4.9,"The Quileutes close in on expecting parents Edward and Bella, whose unborn child poses a threat to the Wolf Pack and the towns people of Forks."
107614,Mrs. Doubtfire,1993,125,6.9,"After a bitter divorce, an actor disguises himself as a female housekeeper to spend time with his children held in custody by his former wife."
104257,A Few Good Men,1992,138,7.6,Neo military lawyer Kaffee defends Marines accused of murder; they contend they were acting under orders.
1638355,The Man from U.N.C.L.E.,2015,116,7.3,"In the early 1960s, CIA agent Napoleon Solo and KGB operative Illya Kuryakin participate in a joint mission against a mysterious criminal organization, which is working to proliferate nuclear weapons."
1210819,The Lone Ranger,2013,150,6.5,"Native American warrior Tonto recounts the untold tales that transformed John Reid, a man of the law, into a legend of justice."
1375670,Grown Ups,2010,102,6.0,"After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend."
1855199,End of Watch,2012,109,7.7,"Shot documentary-style, this film follows the daily grind of two young police officers in LA who are partners and friends, and what happens when they meet criminal forces greater than themselves."
109445,Clerks,1994,92,7.8,"A day in the lives of two convenience clerks named Dante and Randal as they annoy customers, discuss movies, and play hockey on the store roof."
120655,Dogma,1999,130,7.4,An abortion clinic worker with a special heritage is called upon to save the existence of humanity from being negated by two renegade angels trying to exploit a loop-hole and reenter Heaven.
195714,Final Destination,2000,98,6.7,"After a teenager has a terrifying vision of him and his friends dying in a plane crash, he prevents the accident only to have Death hunt them down, one by one."
93870,RoboCop,1987,102,7.5,"In a dystopic and crime-ridden Detroit, a terminally wounded cop returns to the force as a powerful cyborg haunted by submerged memories."
145660,Austin Powers: The Spy Who Shagged Me,1999,95,6.6,"Dr. Evil is back...and has invented a new time machine that allows him to go back to the 60's and steal Austin Powers's mojo, inadvertently leaving him ""shagless""."
1598778,Contagion,2011,106,6.6,"Healthcare professionals, government officials and everyday people find themselves in the midst of a worldwide epidemic as the CDC works to find a cure."
463985,The Fast and the Furious: Tokyo Drift,2006,104,6.0,A teenager becomes a major competitor in the world of drift racing after moving in with his father in Tokyo to avoid a jail sentence in America.
462499,Rambo,2008,92,7.1,"In Thailand, John Rambo joins a group of mercenaries to venture into war-torn Burma, and rescue a group of Christian aid workers who were kidnapped by the ruthless local infantry unit."
89218,The Goonies,1985,114,7.8,"In order to save their home from foreclosure, a group of misfits set out to find a pirate's ancient valuable treasure."
107818,Philadelphia,1993,125,7.7,"When a man with AIDS is fired by his law firm because of his condition, he hires a homophobic small time lawyer as the only willing advocate for a wrongful dismissal suit."
335345,The Passion of the Christ,2004,127,7.1,"Depicts the final twelve hours in the life of Jesus of Nazareth, on the day of his crucifixion in Jerusalem."
309698,Identity,2003,90,7.3,"Stranded at a desolate Nevada motel during a nasty rain-storm, ten strangers become acquainted with each other when they realize that they're being killed off one by one."
172156,Bad Boys II,2003,147,6.6,Two loose-cannon narcotics cops investigate the flow of Ecstasy into Florida.
1211956,Escape Plan,2013,115,6.7,"When a structural-security authority finds himself set up and incarcerated in the world's most secret and secure prison, he has to use his skills to escape with help from the inside."
898367,The Road,2009,111,7.3,"In a dangerous post-apocalyptic world, an ailing father defends his son as they slowly travel to the sea."
133152,Planet of the Apes,2001,119,5.7,"An Air Force astronaut crash lands on a mysterious planet where evolved, talking apes dominate a race of primitive humans."
983193,The Adventures of Tintin,2011,107,7.4,Intrepid reporter Tintin and Captain Haddock set off on a treasure hunt for a sunken ship commanded by Haddock's ancestor.
1243957,The Tourist,2010,103,6.0,"Revolves around Frank, an American tourist visiting Italy to mend a broken heart. Elise is an extraordinary woman who deliberately crosses his path."
408306,München,2005,164,7.6,"Based on the true story of the Black September aftermath, about the five men chosen to eliminate the ones responsible for that fateful day."
373469,Kiss Kiss Bang Bang,2005,103,7.6,"A murder mystery brings together a private eye, a struggling actress, and a thief masquerading as an actor."
163978,The Beach,2000,119,6.6,"Twenty-something Richard travels to Thailand and finds himself in possession of a strange map. Rumours state that it leads to a solitary beach paradise, a tropical bliss - excited and intrigued, he sets out to find it."
70735,The Sting,1973,129,8.3,"In Chicago in September 1936, a young con man seeking revenge for his murdered partner teams up with a master of the big con to win a fortune from a criminal banker."
53291,Some Like It Hot,1959,120,8.3,"When two musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in."
287978,Daredevil,2003,103,5.3,A man blinded by toxic waste which also enhanced his remaining senses fights crime as an acrobatic martial arts superhero.
138097,Shakespeare in Love,1998,123,7.2,"A young Shakespeare, out of ideas and short of cash, meets his ideal woman and is inspired to write one of his most famous plays."
1623205,Oz the Great and Powerful,2013,130,6.4,A small-time magician is swept away to an enchanted land and is forced into a power struggle between three witches.
1132620,The Girl with the Dragon Tattoo,2009,152,7.8,A journalist is aided in his search for a woman who has been missing -- or dead -- for forty years by a young female hacker.
1823672,Chappie,2015,120,6.9,"In the near future, crime is patrolled by a mechanized police force. When one police droid, Chappie, is stolen and given new programming, he becomes the first robot with the ability to think and feel for himself."
96283,My Neighbor Totoro,1988,86,8.2,"When two girls move to the country to be near their ailing mother, they have adventures with the wonderous forest spirits who live nearby."
758774,Body of Lies,2008,128,7.1,A CIA agent on the ground in Jordan hunts down a powerful terrorist leader while being caught between the unclear intentions of his American supervisors and Jordan Intelligence.
1046173,G.I. Joe: The Rise of Cobra,2009,118,5.8,"An elite military unit comprised of special operatives known as G.I. Joe, operating out of The Pit, takes on an evil organization led by a notorious arms dealer."
3170832,Room,2015,118,8.2,A young boy is raised within the confines of a small shed.
308644,Finding Neverland,2004,106,7.8,The story of
245712,Amores Perros,2000,154,8.1,"A horrific car accident connects three stories, each involving characters dealing with loss, regret, and life's harsh realities, all in the name of love."
1189340,The Lincoln Lawyer,2011,118,7.3,"Mick Haller is a defense lawyer who works out of his Lincoln. When a wealthy Realtor is accused of assaulting a prostitute, Haller is asked to defend him. The man claims that the woman is ..."
2209764,Transcendence,2014,119,6.3,"A scientist's drive for artificial intelligence, takes on dangerous implications when his consciousness is uploaded into one such program."
243155,Bridget Jones's Diary,2001,97,6.7,A British woman is determined to improve herself while she looks for love in a year in which she keeps a personal diary.
1951266,The Hunger Games: Mockingjay - Part 2,2015,137,6.6,"As the war of Panem escalates to the destruction of other districts, Katniss Everdeen, the reluctant leader of the rebellion, must bring together an army against President Snow, while all she holds dear hangs in the balance."
1001526,Megamind,2010,95,7.3,"The supervillain Megamind finally defeats his nemesis, the superhero Metro Man. But without a hero, he loses all purpose and must find new meaning to his life."
110632,Natural Born Killers,1994,118,7.3,Two victims of traumatized childhoods become lovers and psychopathic serial murderers irresponsibly glorified by the mass media.
