film,oseba,vloga
1092026,1904886,igralec
322259,0005436,reziser
322259,0908094,igralec
322259,0879085,igralec
322259,0369513,igralec
322259,0578949,igralec
120611,0635759,reziser
120611,0000648,igralec
120611,0001151,igralec
120611,0001434,igralec
120611,0942668,igralec
427944,0718646,reziser
427944,0001173,igralec
427944,1080974,igralec
427944,0004742,igralec
427944,0526406,igralec
3385516,0001741,reziser
3385516,0564215,igralec
3385516,1055413,igralec
3385516,2225369,igralec
3385516,0396558,igralec
93409,0001149,reziser
93409,0000154,igralec
93409,0000418,igralec
93409,0000997,igralec
93409,0752751,igralec
112462,0001708,reziser
112462,0000174,igralec
112462,0000169,igralec
112462,0000120,igralec
112462,0000173,igralec
478087,0525659,reziser
478087,0836343,igralec
478087,0098378,igralec
478087,0000228,igralec
478087,1683094,igralec
414993,0004716,reziser
414993,0413168,igralec
414993,0001838,igralec
414993,0859503,igralec
414993,0000995,igralec
2229499,0330687,reziser
2229499,0330687,igralec
2229499,0424060,igralec
2229499,0000194,igralec
2229499,0001103,igralec
1340138,0851930,reziser
1340138,0000216,igralec
1340138,0164809,igralec
1340138,3592338,igralec
1340138,2541974,igralec
396171,0878756,reziser
396171,0924210,igralec
396171,0000163,igralec
396171,0000614,igralec
396171,0016852,igralec
111503,0000116,reziser
111503,0000216,igralec
111503,0000130,igralec
111503,0000792,igralec
111503,0000200,igralec
94721,0000318,reziser
94721,0000285,igralec
94721,0000133,igralec
94721,0000474,igralec
94721,0568499,igralec
448134,0000965,reziser
448134,0614165,igralec
448134,0126284,igralec
448134,0262635,igralec
448134,0000706,igralec
116695,0001081,reziser
116695,0000129,igralec
116695,0000421,igralec
116695,0000250,igralec
116695,0000593,igralec
118688,0001708,reziser
118688,0000216,igralec
118688,0000123,igralec
118688,0000563,igralec
118688,0000235,igralec
1655442,0371890,reziser
1655442,0241121,igralec
1655442,0067367,igralec
1655442,0000422,igralec
1655442,0000342,igralec
1386588,0570912,reziser
1386588,0002071,igralec
1386588,0000242,igralec
1386588,1157013,igralec
1386588,0578949,igralec
185937,0617130,reziser
185937,0844896,reziser
185937,0231946,igralec
185937,0931321,igralec
185937,0502671,igralec
185937,1482809,igralec
976051,0197636,reziser
976051,0000701,igralec
976051,0000146,igralec
976051,0004486,igralec
976051,0354198,igralec
315733,0327944,reziser
315733,0000576,igralec
315733,0001125,igralec
315733,0915208,igralec
315733,0396812,igralec
121164,0000318,reziser
121164,0425843,reziser
121164,0000136,igralec
121164,0000307,igralec
121164,0001833,igralec
121164,0001808,igralec
215750,0000269,reziser
215750,0000179,igralec
215750,0000438,igralec
215750,0001212,igralec
215750,0001838,igralec
118749,0000759,reziser
118749,0000242,igralec
118749,0000194,igralec
118749,0000608,igralec
118749,0350079,igralec
765443,0000343,reziser
765443,0915208,igralec
765443,0001557,igralec
765443,0000090,igralec
765443,1086981,igralec
432348,1135423,reziser
432348,0005531,igralec
432348,0005238,igralec
432348,1065281,igralec
432348,0891275,igralec
1124035,0000123,reziser
1124035,0316079,igralec
1124035,0000123,igralec
1124035,0000450,igralec
1124035,0331516,igralec
120660,0001716,reziser
120660,0000226,igralec
120660,0000432,igralec
120660,0000685,igralec
120660,0000956,igralec
358273,0003506,reziser
358273,0001618,igralec
358273,0000702,igralec
358273,0329481,igralec
358273,0001598,igralec
298203,0000436,reziser
298203,0004896,igralec
298203,0005261,igralec
298203,0000107,igralec
298203,0001616,igralec
120812,0711840,reziser
120812,0000329,igralec
120812,0000676,igralec
120812,0504962,igralec
120812,0929489,igralec
1817273,0161834,reziser
1817273,0331516,igralec
1817273,0177896,igralec
1817273,0578949,igralec
1817273,3995471,igralec
175142,0005540,reziser
175142,0267506,igralec
175142,0009016,igralec
175142,0005541,igralec
175142,0001182,igralec
1213663,0942367,reziser
1213663,0670408,igralec
1213663,0296545,igralec
1213663,0293509,igralec
1213663,0683253,igralec
333766,0103785,reziser
333766,0103785,igralec
333766,0765597,igralec
333766,0000204,igralec
333766,0000453,igralec
486822,0142286,reziser
486822,0479471,igralec
486822,0001556,igralec
486822,0005251,igralec
486822,2105255,igralec
399146,0000343,reziser
399146,0001557,igralec
399146,0004742,igralec
399146,0000438,igralec
399146,0000458,igralec
420223,0286975,reziser
420223,0002071,igralec
420223,0000668,igralec
420223,0000163,igralec
420223,0001451,igralec
99348,0000126,reziser
99348,0000126,igralec
99348,0001521,igralec
99348,0001295,igralec
99348,0002110,igralec
448011,0001639,reziser
448011,0000115,igralec
448011,2425105,igralec
448011,0126284,igralec
448011,3041648,igralec
1931533,1732981,reziser
1931533,0268199,igralec
1931533,0000437,igralec
1931533,0005377,igralec
1931533,0000686,igralec
183505,0268370,reziser
183505,0268380,reziser
183505,0000120,igralec
183505,0000250,igralec
183505,0026364,igralec
183505,0115236,igralec
1212450,0384825,reziser
1212450,0362766,igralec
1212450,0479471,igralec
1212450,0001602,igralec
1212450,0164809,igralec
3682448,0000229,reziser
3682448,0000158,igralec
3682448,0753314,igralec
3682448,0000257,igralec
3682448,0752407,igralec
1673434,0174374,reziser
1673434,0829576,igralec
1673434,1500155,igralec
1673434,1210124,igralec
1673434,0004906,igralec
364725,1098493,reziser
364725,0001774,igralec
364725,0852132,igralec
364725,0000681,igralec
364725,0001800,igralec
1731141,0004303,reziser
1731141,0000148,igralec
1731141,2633535,igralec
1731141,2794962,igralec
1731141,1113550,igralec
302886,0680846,reziser
302886,0005561,igralec
302886,0000681,igralec
302886,0002071,igralec
302886,0005315,igralec
825232,0001661,reziser
825232,0000197,igralec
825232,0000151,igralec
825232,0005003,igralec
825232,0865119,igralec
112471,0000500,reziser
112471,0000160,igralec
112471,0000365,igralec
112471,0248600,igralec
112471,0702541,igralec
1588173,1349522,reziser
1588173,0396558,igralec
1588173,1954240,igralec
1588173,0000518,igralec
1588173,3006818,igralec
1179904,2305431,reziser
1179904,2209370,igralec
1179904,2913790,igralec
1179904,2104166,igralec
1179904,2910808,igralec
1325004,1720541,reziser
1325004,0829576,igralec
1325004,1500155,igralec
1325004,1210124,igralec
1325004,1882152,igralec
1302011,0950775,reziser
1302011,0085312,igralec
1302011,0001401,igralec
1302011,0000329,igralec
1302011,0000163,igralec
1192628,0893659,reziser
1192628,0000136,igralec
1192628,0279545,igralec
1192628,0648249,igralec
1192628,1113550,igralec
985699,0001741,reziser
985699,0000129,igralec
985699,0631490,igralec
985699,0396924,igralec
985699,0000110,igralec
296572,0878638,reziser
296572,0004874,igralec
296572,0001132,igralec
296572,0272173,igralec
296572,0628601,igralec
1706620,0094435,reziser
1706620,0262635,igralec
1706620,0068260,igralec
1706620,0842770,igralec
1706620,0000438,igralec
72890,0001486,reziser
72890,0000199,igralec
72890,0001030,igralec
72890,0020897,igralec
72890,0101604,igralec
118655,0005366,reziser
118655,0000196,igralec
118655,0000167,igralec
118655,0001868,igralec
118655,0000211,igralec
457939,0583600,reziser
457939,0000701,igralec
457939,0000139,igralec
457939,0000179,igralec
457939,0085312,igralec
1234721,0655683,reziser
1234721,1172478,igralec
1234721,0000198,igralec
1234721,0000474,igralec
1234721,0180411,igralec
102057,0000229,reziser
102057,0000163,igralec
102057,0000245,igralec
102057,0000210,igralec
102057,0001364,igralec
259324,0425756,reziser
259324,0000115,igralec
259324,0578949,igralec
259324,0000385,igralec
259324,1668265,igralec
465234,0005509,reziser
465234,0000115,igralec
465234,1208167,igralec
465234,0058581,igralec
465234,0000685,igralec
1324999,0174374,reziser
1324999,0829576,igralec
1324999,1500155,igralec
1324999,1210124,igralec
1324999,0083655,igralec
107614,0001060,reziser
107614,0000245,igralec
107614,0000398,igralec
107614,0000112,igralec
107614,0001213,igralec
104257,0001661,reziser
104257,0000129,igralec
104257,0000197,igralec
104257,0000193,igralec
104257,0000102,igralec
1638355,0005363,reziser
1638355,0147147,igralec
1638355,2309517,igralec
1638355,2539953,igralec
1638355,4456120,igralec
1210819,0893659,reziser
1210819,0000136,igralec
1210819,2309517,igralec
1210819,0001209,igralec
1210819,0929489,igralec
1375670,0240797,reziser
1375670,0001191,igralec
1375670,0000161,igralec
1375670,0416673,igralec
1375670,0001674,igralec
1855199,0043742,reziser
1855199,0350453,igralec
1855199,0671567,igralec
1855199,0447695,igralec
1855199,1065229,igralec
109445,0003620,reziser
109445,0641168,igralec
109445,0026879,igralec
109445,0003870,igralec
109445,0819412,igralec
120655,0003620,reziser
120655,0000255,igralec
120655,0000354,igralec
120655,0000400,igralec
120655,0001069,igralec
195714,0939128,reziser
195714,0001701,igralec
195714,0005123,igralec
195714,0005445,igralec
195714,0167028,igralec
93870,0000682,reziser
93870,0000693,igralec
93870,0000262,igralec
93870,0641397,igralec
93870,0001074,igralec
145660,0005366,reziser
145660,0000196,igralec
145660,0001287,igralec
145660,0001868,igralec
145660,0001822,igralec
1598778,0001752,reziser
1598778,0000354,igralec
1598778,0000701,igralec
1598778,0000179,igralec
1598778,0000569,igralec
463985,0510912,reziser
463985,0085407,igralec
463985,0117022,igralec
463985,0510168,igralec
463985,2179185,igralec
462499,0000230,reziser
462499,0000230,igralec
462499,0004748,igralec
462499,0550452,igralec
462499,0574615,igralec
89218,0001149,reziser
89218,0000276,igralec
89218,0000982,igralec
89218,0169480,igralec
89218,0000397,igralec
107818,0001129,reziser
107818,0000158,igralec
107818,0000243,igralec
107818,0561809,igralec
107818,0453248,igralec
335345,0000154,reziser
335345,0001029,igralec
335345,0000899,igralec
335345,0605164,igralec
335345,0998941,igralec
309698,0003506,reziser
309698,0000131,igralec
309698,0000501,igralec
309698,0001605,igralec
309698,0370035,igralec
172156,0000881,reziser
172156,0000226,igralec
172156,0001454,igralec
172156,0005517,igralec
172156,0003244,igralec
1211956,0405632,reziser
1211956,0000230,igralec
1211956,0000216,igralec
1211956,1265067,igralec
1211956,0000352,igralec
898367,0384825,reziser
898367,0001557,igralec
898367,0000234,igralec
898367,2240346,igralec
898367,0000380,igralec
133152,0000318,reziser
133152,0000242,igralec
133152,0000307,igralec
133152,0000619,igralec
133152,0003817,igralec
983193,0000229,reziser
983193,0068260,igralec
983193,0785227,igralec
983193,0185819,igralec
983193,0670408,igralec
1243957,0003697,reziser
1243957,0000136,igralec
1243957,0001401,igralec
1243957,0079273,igralec
1243957,0001096,igralec
408306,0000229,reziser
408306,0051509,igralec
408306,0185819,igralec
408306,0189887,igralec
408306,0001354,igralec
373469,0000948,reziser
373469,0000375,igralec
373469,0000174,igralec
373469,1157358,igralec
373469,0000929,igralec
163978,0000965,reziser
163978,0000138,igralec
163978,0948679,igralec
163978,0665265,igralec
163978,0001461,igralec
70735,0001351,reziser
70735,0000056,igralec
70735,0000602,igralec
70735,0001727,igralec
70735,0001164,igralec
53291,0000697,reziser
53291,0000054,igralec
53291,0000348,igralec
53291,0000493,igralec
53291,0706368,igralec
287978,0425756,reziser
287978,0000255,igralec
287978,0004950,igralec
287978,0268199,igralec
287978,0003817,igralec
138097,0006960,reziser
138097,0000569,igralec
138097,0001212,igralec
138097,0001691,igralec
138097,0929489,igralec
1623205,0000600,reziser
1623205,0290556,igralec
1623205,0931329,igralec
1623205,0001838,igralec
1623205,0005109,igralec
1132620,0649117,reziser
1132620,0638824,igralec
1132620,0636426,igralec
1132620,0297083,igralec
1132620,0256890,igralec
1823672,0088955,reziser
1823672,1663205,igralec
1823672,2353862,igralec
1823672,0413168,igralec
1823672,0000244,igralec
96283,0594503,reziser
96283,0847054,igralec
96283,0383022,igralec
96283,0757076,igralec
96283,0411790,igralec
758774,0000631,reziser
758774,0000138,igralec
758774,0000128,igralec
758774,0835016,igralec
758774,0267042,igralec
1046173,0814085,reziser
1046173,0000598,igralec
1046173,1475594,igralec
1046173,0005541,igralec
1046173,0015382,igralec
3170832,1049433,reziser
3170832,0488953,igralec
3170832,5016878,igralec
3170832,0108703,igralec
3170832,0187724,igralec
308644,0286975,reziser
308644,0000136,igralec
308644,0000701,igralec
308644,0001046,igralec
308644,0593664,igralec
245712,0327944,reziser
245712,0248408,igralec
245712,0305558,igralec
245712,0865949,igralec
245712,0346270,igralec
1189340,1026778,reziser
1189340,0000190,igralec
1189340,0000673,igralec
1189340,0000202,igralec
1189340,0000513,igralec
2209764,0002892,reziser
2209764,0000136,igralec
2209764,0356017,igralec
2209764,0000151,igralec
2209764,0614165,igralec
243155,0536632,reziser
243155,0000250,igralec
243155,0000147,igralec
243155,0000424,igralec
243155,0428121,igralec
1951266,1349376,reziser
1951266,2225369,igralec
1951266,1242688,igralec
1951266,2955013,igralec
1951266,0000437,igralec
1001526,0569891,reziser
1001526,0002071,igralec
1001526,1706767,igralec
1001526,0000093,igralec
1001526,0275486,igralec
110632,0000231,reziser
110632,0000437,igralec
110632,0000496,igralec
110632,0001744,igralec
110632,0001098,igralec
1321870,0281508,reziser
1321870,0000576,igralec
1321870,0331516,igralec
1321870,1297015,igralec
1321870,0000610,igralec
1139797,0019247,reziser
1139797,2968765,igralec
1139797,2968351,igralec
1139797,0706537,igralec
1139797,0196928,igralec
1564367,0240797,reziser
1564367,0001191,igralec
1564367,0000098,igralec
1564367,2395937,igralec
1564367,0000173,igralec
3079380,0082450,reziser
3079380,0565250,igralec
3079380,0126284,igralec
3079380,0000179,igralec
3079380,0005458,igralec
384537,0304521,reziser
384537,0593664,igralec
384537,0390229,igralec
384537,0000293,igralec
384537,0000679,igralec
120762,0051643,reziser
120762,0176905,reziser
120762,0001840,igralec
120762,0000552,igralec
120762,0000703,igralec
120762,0758964,igralec
112442,0000881,reziser
112442,0000226,igralec
112442,0001454,igralec
112442,0102288,igralec
112442,0848075,igralec
83944,0467646,reziser
83944,0000230,igralec
83944,0001133,igralec
83944,0001077,igralec
83944,0571853,igralec
2106476,0899121,reziser
2106476,0586568,igralec
2106476,0488917,igralec
2106476,5038871,igralec
2106476,5039026,igralec
83987,0000277,reziser
83987,0001426,igralec
83987,0000024,igralec
83987,0000298,igralec
83987,0002081,igralec
116996,0000318,reziser
116996,0000197,igralec
116996,0000112,igralec
116996,0000572,igralec
116996,0000906,igralec
409847,0269463,reziser
409847,0185819,igralec
409847,0000148,igralec
409847,1312575,igralec
409847,0817844,igralec
299658,0551128,reziser
299658,0000250,igralec
299658,0001876,igralec
299658,0000152,igralec
299658,0004875,igralec
108550,0002120,reziser
108550,0000136,igralec
108550,0000138,igralec
108550,0000496,igralec
108550,0005460,igralec
1605630,1375358,reziser
1605630,1376383,reziser
1605630,0004755,igralec
1605630,0004989,igralec
1605630,0005405,igralec
1605630,0005098,igralec
1424381,0030735,reziser
1424381,0004778,igralec
1424381,0000401,igralec
1424381,0333410,igralec
1424381,0103797,igralec
97757,0166256,reziser
97757,0615780,reziser
97757,0072533,igralec
97757,0041281,igralec
97757,0055549,igralec
97757,0140946,igralec
265208,0339004,reziser
265208,0386472,igralec
265208,0236202,igralec
265208,0193846,igralec
265208,0648249,igralec
118583,0000466,reziser
118583,0000244,igralec
118583,0000213,igralec
118583,0684500,igralec
118583,0000579,igralec
305224,0781842,reziser
305224,0000197,igralec
305224,0001191,igralec
305224,0000673,igralec
305224,0350079,igralec
77631,0459170,reziser
77631,0000237,igralec
77631,0000556,igralec
77631,0000330,igralec
77631,0001063,igralec
181865,0001752,reziser
181865,0000140,igralec
181865,0001125,igralec
181865,0001876,igralec
181865,0889846,igralec
1220719,0948159,reziser
1220719,0947447,igralec
1220719,0945189,igralec
1220719,0266658,igralec
1220719,0482628,igralec
246460,0848414,reziser
246460,0000112,igralec
246460,0000932,igralec
246460,0683253,igralec
246460,0827170,igralec
1291150,0509448,reziser
1291150,1083271,igralec
1291150,0004715,igralec
1291150,0001209,igralec
1291150,0279720,igralec
1411238,0718645,reziser
1411238,0000204,igralec
1411238,0005110,igralec
1411238,0000177,igralec
1411238,0000144,igralec
2397535,1294961,reziser
2397535,1294962,reziser
2397535,0000160,igralec
2397535,3512758,igralec
2397535,0852965,igralec
2397535,0922210,igralec
119643,0000976,reziser
119643,0000093,igralec
119643,0000164,igralec
119643,0001231,igralec
119643,0916617,igralec
381681,0000500,reziser
381681,0000160,igralec
381681,0000365,igralec
381681,0229943,igralec
381681,1566537,igralec
82096,0000583,reziser
82096,0001638,igralec
82096,0344963,igralec
82096,0921044,igralec
82096,0071059,igralec
431308,0481418,reziser
431308,0005476,igralec
431308,0124930,igralec
431308,0001065,igralec
431308,0001435,igralec
311113,0001837,reziser
311113,0000128,igralec
311113,0079273,igralec
311113,0101710,igralec
311113,0195439,igralec
376541,0001566,reziser
376541,0000204,igralec
376541,0000179,igralec
376541,0654110,igralec
376541,0000210,igralec
117509,0525303,reziser
117509,0000138,igralec
117509,0000132,igralec
117509,0000491,igralec
117509,0674782,igralec
425061,0781842,reziser
425061,0136797,igralec
425061,0004266,igralec
425061,0000273,igralec
425061,0425005,igralec
1077258,0001675,reziser
1077258,0000535,igralec
1077258,0135585,igralec
1077258,0000982,igralec
1077258,0005420,igralec
1080016,0757858,reziser
1080016,0862211,reziser
1080016,0005380,igralec
1080016,0000491,igralec
1080016,0001459,igralec
1080016,1148186,igralec
1599348,1174251,reziser
1599348,0000243,igralec
1599348,0005351,igralec
1599348,0001598,igralec
1599348,0267812,igralec
416320,0000095,reziser
416320,0424060,igralec
416320,0001667,igralec
416320,0607865,igralec
416320,0328828,igralec
452608,0027271,reziser
452608,0005458,igralec
452608,0000260,igralec
452608,0879085,igralec
452608,0574534,igralec
57115,0836328,reziser
57115,0000537,igralec
57115,0001258,igralec
57115,0000277,igralec
57115,0000314,igralec
1155056,0357453,reziser
1155056,0748620,igralec
1155056,0781981,igralec
1155056,0429069,igralec
1155056,1901220,igralec
1606378,0601382,reziser
1606378,0000246,igralec
1606378,2541974,igralec
1606378,0462407,igralec
1606378,0935541,igralec
1436562,0757858,reziser
1436562,0251986,igralec
1436562,0004266,igralec
1436562,0520064,igralec
1436562,0228327,igralec
985694,0542450,reziser
985694,0001675,reziser
985694,0001803,igralec
985694,0735442,igralec
985694,0000134,igralec
985694,0004695,igralec
837562,0850733,reziser
837562,0001191,igralec
837562,0416673,igralec
837562,1676221,igralec
837562,1411125,igralec
2334879,0000386,reziser
2334879,1475594,igralec
2334879,0004937,igralec
2334879,0350454,igralec
2334879,0164809,igralec
481369,0001708,reziser
481369,0000120,igralec
481369,0000515,igralec
481369,0503567,igralec
481369,0396812,igralec
1142988,0525659,reziser
1142988,0001337,igralec
1142988,0124930,igralec
1142988,0877430,igralec
1142988,0935721,igralec
108399,0001716,reziser
108399,0000225,igralec
108399,0000099,igralec
108399,0000454,igralec
108399,0000174,igralec
106519,0000361,reziser
106519,0000199,igralec
106519,0000576,igralec
106519,0000542,igralec
106519,0000491,igralec
949731,0796117,reziser
949731,0000242,igralec
949731,0221046,igralec
949731,0000491,igralec
949731,1496319,igralec
281358,0788202,reziser
281358,0601553,igralec
281358,0922342,igralec
281358,0001075,igralec
281358,0000435,igralec
295178,0005366,reziser
295178,0000196,igralec
295178,0461498,igralec
295178,0001293,igralec
295178,0001868,igralec
80678,0000186,reziser
80678,0000164,igralec
80678,0000457,igralec
80678,0000843,igralec
80678,0000024,igralec
479143,0000230,reziser
479143,0000230,igralec
479143,1620989,igralec
479143,0893257,igralec
479143,0949350,igralec
52618,0943758,reziser
52618,0000032,igralec
52618,0370144,igralec
52618,0000963,igralec
52618,0361823,igralec
158983,0005295,reziser
158983,0005295,igralec
158983,0001778,igralec
158983,0074834,igralec
158983,0005002,igralec
328828,0245888,reziser
328828,0004755,igralec
328828,0004989,igralec
328828,0005405,igralec
328828,0506405,igralec
142342,0240797,reziser
142342,0001191,igralec
142342,0000725,igralec
142342,0829537,igralec
142342,0819850,igralec
356150,0769840,reziser
356150,0073688,reziser
356150,0541635,reziser
356150,1310709,igralec
356150,0686009,igralec
356150,0005502,igralec
356150,0922563,igralec
374900,0381478,reziser
374900,1417647,igralec
374900,0708293,igralec
374900,0340973,igralec
374900,1088052,igralec
1980209,0000881,reziser
1980209,0000242,igralec
1980209,0425005,igralec
1980209,1107001,igralec
1980209,0001724,igralec
130827,0878756,reziser
130827,0004376,igralec
130827,0001953,igralec
130827,0460578,igralec
130827,0677899,igralec
123755,0622112,reziser
123755,0207498,igralec
123755,0935659,igralec
123755,0382110,igralec
123755,0587884,igralec
210945,0945026,reziser
210945,0000243,igralec
210945,0001599,igralec
210945,0365445,igralec
210945,0403652,igralec
112281,0644203,reziser
112281,0000120,igralec
112281,0573862,igralec
112281,0001003,igralec
112281,0264330,igralec
80339,0000720,reziser
80339,0001878,reziser
80339,0958387,reziser
80339,0001332,igralec
80339,0353546,igralec
80339,0000558,igralec
80339,0000717,igralec
266915,0711840,reziser
266915,0000329,igralec
266915,0000676,igralec
266915,0518821,igralec
266915,0955471,igralec
1284575,0440458,reziser
1284575,0000139,igralec
1284575,0781981,igralec
1284575,0005493,igralec
1284575,0700577,igralec
1428538,2482088,reziser
1428538,0719637,igralec
1428538,2605345,igralec
1428538,0001780,igralec
1428538,0000463,igralec
2234155,0506613,reziser
2234155,0000681,igralec
2234155,0005562,igralec
2234155,0126284,igralec
2234155,0541902,igralec
187738,0868219,reziser
187738,0000648,igralec
187738,0001434,igralec
187738,0000579,igralec
187738,0007237,igralec
207201,0583600,reziser
207201,0000154,igralec
207201,0000166,igralec
207201,0000673,igralec
207201,0000257,igralec
993842,0942504,reziser
993842,1519680,igralec
993842,0000949,igralec
993842,0051509,igralec
993842,3043279,igralec
1815862,0796117,reziser
1815862,1535523,igralec
1815862,0219292,igralec
1815862,0000226,igralec
1815862,0645683,igralec
59578,0001466,reziser
59578,0000142,igralec
59578,0001812,igralec
59578,0002231,igralec
59578,0103828,igralec
77651,0000118,reziser
77651,0000587,igralec
77651,0000130,igralec
77651,0602985,igralec
77651,0477341,igralec
1127180,0000600,reziser
1127180,0517844,igralec
1127180,0519043,igralec
1127180,0515207,igralec
1127180,0712404,igralec
1028532,0002120,reziser
1028532,0000152,igralec
1028532,0000260,igralec
1028532,0846480,igralec
1028532,2105255,igralec
251127,0677953,reziser
251127,0005028,igralec
251127,0000190,igralec
251127,0004965,igralec
251127,1063517,igralec
2908446,0777881,reziser
2908446,0940362,igralec
2908446,5052065,igralec
2908446,3772243,igralec
2908446,0000701,igralec
1272878,0466349,reziser
1272878,0000243,igralec
1272878,0000242,igralec
1272878,1745736,igralec
1272878,0000200,igralec
339291,0797869,reziser
339291,0000120,igralec
339291,0000179,igralec
339291,0000658,igralec
339291,0014582,igralec
1636826,1294036,reziser
1636826,3287038,igralec
1636826,3967796,igralec
1636826,3967854,igralec
1636826,3967702,igralec
143145,0000776,reziser
143145,0000112,igralec
143145,0000521,igralec
143145,0001015,igralec
143145,0000612,igralec
146316,0922346,reziser
146316,0001401,igralec
146316,0000685,igralec
146316,0322513,igralec
146316,0852965,igralec
1922777,0220600,reziser
1922777,0000160,igralec
1922777,1628115,igralec
1922777,0710447,igralec
1922777,0000669,igralec
118929,0001639,reziser
118929,0001722,igralec
118929,0000662,igralec
118929,0000124,igralec
118929,0000458,igralec
388482,0504642,reziser
388482,0005458,igralec
388482,0005520,igralec
388482,1690331,igralec
388482,0309348,igralec
116483,0240797,reziser
116483,0001191,igralec
116483,0001520,igralec
116483,0100866,igralec
116483,0062844,igralec
401855,0936482,reziser
401855,0000295,igralec
401855,0005454,igralec
401855,0631490,igralec
401855,0192889,igralec
960144,0240797,reziser
960144,0001191,igralec
960144,0001806,igralec
960144,0004825,igralec
960144,0841910,igralec
435625,0551076,reziser
435625,0531933,igralec
435625,0413238,igralec
435625,0717157,igralec
435625,0611731,igralec
371724,1134029,reziser
371724,0293509,igralec
371724,0080049,igralec
371724,0005377,igralec
371724,0221046,igralec
244244,0784061,reziser
244244,0000237,igralec
244244,0413168,igralec
244244,0000932,igralec
244244,0000332,igralec
462322,0001675,reziser
462322,0744834,reziser
462322,0000233,reziser
462322,0942367,reziser
462322,0957772,reziser
462322,0000621,igralec
462322,0000535,igralec
462322,0001803,igralec
462322,1057928,igralec
366551,0500444,reziser
366551,0158626,igralec
366551,0671980,igralec
366551,0256121,igralec
366551,0863999,igralec
117665,0001469,reziser
117665,0000134,igralec
117665,0000102,igralec
117665,0000093,igralec
117665,0000574,igralec
1217613,0509448,reziser
1217613,0001173,igralec
1217613,0735442,igralec
1217613,0005256,igralec
1217613,1913125,igralec
99653,0958387,reziser
99653,0000664,igralec
99653,0000193,igralec
99653,0000155,igralec
99653,0001282,igralec
94737,0001508,reziser
94737,0000158,igralec
94737,0001610,igralec
94737,0005162,igralec
94737,0001334,igralec
95765,0868153,reziser
95765,0634159,igralec
95765,0134073,igralec
95765,0041066,igralec
95765,0199774,igralec
844471,0520488,reziser
844471,0588087,reziser
844471,0267506,igralec
844471,0352778,igralec
844471,0132257,igralec
844471,0001001,igralec
3076658,3363032,reziser
3076658,0430107,igralec
3076658,0000230,igralec
3076658,1935086,igralec
3076658,0711118,igralec
1832382,1410815,reziser
1832382,1818216,igralec
1832382,0368689,igralec
1832382,4299147,igralec
1832382,1486911,igralec
64115,0001351,reziser
64115,0000056,igralec
64115,0000602,igralec
64115,0001684,igralec
64115,0001510,igralec
1646987,0509448,reziser
1646987,0941777,igralec
1646987,0000553,igralec
1646987,0683253,igralec
1646987,0000146,igralec
79501,0004306,reziser
79501,0000154,igralec
79501,0760394,igralec
79501,0117412,igralec
79501,0001950,igralec
959337,0005222,reziser
959337,0000138,igralec
959337,0000701,igralec
959337,0280199,igralec
959337,0745751,igralec
88846,0000416,reziser
88846,0000596,igralec
88846,0002114,igralec
88846,0000134,igralec
88846,0001340,igralec
2381941,0275629,reziser
2381941,0720135,reziser
2381941,0000226,igralec
2381941,3053338,igralec
2381941,0763928,igralec
2381941,0553440,igralec
128853,0001188,reziser
128853,0000158,igralec
128853,0000212,igralec
128853,0001427,igralec
128853,0000205,igralec
200465,0002044,reziser
200465,0005458,igralec
200465,0004787,igralec
200465,1304386,igralec
200465,0990547,igralec
318627,0936838,reziser
318627,0000170,igralec
318627,0347149,igralec
318627,0531095,igralec
318627,0004912,igralec
485947,0233757,reziser
485947,0001467,igralec
485947,0001631,igralec
485947,1208167,igralec
485947,0199006,igralec
120685,0000386,reziser
120685,0000111,igralec
120685,0000606,igralec
120685,0001623,igralec
120685,0000279,igralec
481499,0210320,reziser
481499,0761498,reziser
481499,0000115,igralec
481499,0005351,igralec
481499,1297015,igralec
481499,0001416,igralec
1798684,0298807,reziser
1798684,0350453,igralec
1798684,1046097,igralec
1798684,4802218,igralec
1798684,0001845,igralec
986263,0609236,reziser
986263,0000246,igralec
986263,0593664,igralec
986263,0000609,igralec
986263,0683253,igralec
2334873,0000095,reziser
2334873,0000949,igralec
2334873,0000285,igralec
2334873,0765597,igralec
2334873,1020089,igralec
45152,0002045,reziser
45152,0000037,reziser
45152,0000037,igralec
45152,0640307,igralec
45152,0001666,igralec
45152,0353405,igralec
1059786,0142286,reziser
1059786,0479471,igralec
1059786,1157358,igralec
1059786,0206257,igralec
1059786,0004821,igralec
499448,0011470,reziser
499448,1602660,igralec
499448,1342727,igralec
499448,1670137,igralec
499448,0608440,igralec
1111422,0001716,reziser
1111422,0000243,igralec
1111422,0000237,igralec
1111422,0350079,igralec
1111422,2963873,igralec
50212,0000180,reziser
50212,0000034,igralec
50212,0000027,igralec
50212,0370144,igralec
50212,0370564,igralec
241303,0002120,reziser
241303,0000300,igralec
241303,0001132,igralec
241303,0000547,igralec
241303,0005251,igralec
477080,0001716,reziser
477080,0000243,igralec
477080,1517976,igralec
477080,0206257,igralec
477080,0839486,igralec
87800,0000127,reziser
87800,0000486,igralec
87800,0000136,igralec
87800,0000387,igralec
87800,0768334,igralec
375063,0668247,reziser
375063,0316079,igralec
375063,0002006,igralec
375063,0000515,igralec
375063,0644897,igralec
1007028,0003620,reziser
1007028,0736622,igralec
1007028,0006969,igralec
1007028,0732497,igralec
