film,oseba,vloga
119488,107,igralec
119488,128,igralec
119488,228,igralec
119488,436,reziser
119488,1602,igralec
119528,120,igralec
119528,236,igralec
119528,372,igralec
119528,1723,reziser
119528,5491,igralec
119567,156,igralec
119567,194,igralec
119567,229,reziser
119567,592,igralec
119567,681,igralec
119643,93,igralec
119643,164,igralec
119643,976,reziser
119643,1231,igralec
119643,916617,igralec
119654,169,igralec
119654,226,igralec
119654,352,igralec
119654,400,igralec
119654,1756,reziser
119698,1082,igralec
119698,410942,igralec
119698,559444,igralec
119698,594503,reziser
119698,849100,igralec
119738,139,igralec
119738,210,igralec
119738,391,igralec
119738,551,igralec
119738,389591,reziser
119822,166,igralec
119822,197,igralec
119822,421,igralec
119822,985,reziser
119822,1427,igralec
119925,126,igralec
119925,126,reziser
119925,1599,igralec
119925,5478,igralec
119925,931404,igralec
120082,117,igralec
120082,127,reziser
120082,274,igralec
120082,586,igralec
120082,1073,igralec
120102,93,igralec
120102,269,reziser
120102,667,igralec
120102,703,igralec
120102,538683,igralec
120179,113,igralec
120179,353,igralec
120179,574,igralec
120179,957,reziser
120179,607325,igralec
120184,163,igralec
120184,168,igralec
120184,232,igralec
120184,1075,igralec
120184,1469,reziser
120188,123,igralec
120188,242,igralec
120188,1084,igralec
120188,5069,igralec
120188,751102,reziser
120201,539,igralec
120201,612,igralec
120201,680,igralec
120201,682,reziser
120201,998,igralec
120338,116,reziser
120338,138,igralec
120338,701,igralec
120338,708,igralec
120338,870,igralec
120347,112,igralec
120347,159,igralec
120347,596,igralec
120347,706,igralec
120347,6854,reziser
120363,158,igralec
120363,349,igralec
120363,741,igralec
120363,1288,igralec
120363,5124,reziser
120363,105169,reziser
120363,881279,reziser
120382,120,igralec
120382,438,igralec
120382,1187,igralec
120382,1473,igralec
120382,1837,reziser
120461,162,igralec
120461,169,igralec
120461,332,igralec
120461,451,igralec
120461,413875,reziser
120484,103,igralec
120484,870,igralec
120484,1191,igralec
120484,1857,igralec
120484,178997,reziser
120586,350,igralec
120586,411,igralec
120586,497,igralec
120586,1570,igralec
120586,443411,reziser
120587,95,igralec
120587,230,igralec
120587,232,igralec
120587,432,igralec
120587,201509,reziser
120587,426333,reziser
120591,239,igralec
120591,246,igralec
120591,255,igralec
120591,671,igralec
120591,881,reziser
120601,131,igralec
120601,139,igralec
120601,518,igralec
120601,1416,igralec
120601,5069,reziser
120611,648,igralec
120611,1151,igralec
120611,1434,igralec
120611,635759,reziser
120611,942668,igralec
120616,409,igralec
120616,1314,igralec
120616,1838,igralec
120616,814085,reziser
120616,903677,igralec
120623,228,igralec
120623,506,igralec
120623,4056,reziser
120623,4929,igralec
120623,5124,reziser
120623,659363,igralec
120630,154,igralec
120630,200057,igralec
120630,272521,igralec
120630,520485,reziser
120630,661910,reziser
120630,768018,igralec
120631,106,igralec
120631,1378,igralec
120631,324009,igralec
120631,779084,igralec
120631,855035,reziser
120632,115,igralec
120632,212,igralec
120632,1240,igralec
120632,105672,igralec
120632,797869,reziser
120647,151,igralec
120647,380,igralec
120647,495,igralec
120647,704,igralec
120647,1460,reziser
120655,255,igralec
120655,354,igralec
120655,400,igralec
120655,1069,igralec
120655,3620,reziser
120657,104,igralec
120657,341,reziser
120657,1532,reziser
120657,474520,igralec
120657,832509,igralec
120657,893204,igralec
120660,226,igralec
120660,432,igralec
120660,685,igralec
120660,956,igralec
120660,1716,reziser
120663,40,reziser
120663,129,igralec
120663,173,igralec
120663,1628,igralec
120663,276062,igralec
120667,4695,igralec
120667,4821,igralec
120667,262635,igralec
120667,344435,igralec
120667,1103162,reziser
120669,136,igralec
120669,416,reziser
120669,1125,igralec
120669,1497,igralec
120669,324672,igralec
120679,161,igralec
120679,547,igralec
120679,1691,igralec
120679,535502,igralec
120679,853380,reziser
120681,136,igralec
120681,453,igralec
120681,1059,igralec
120681,1287,igralec
120681,400436,reziser
120681,400441,reziser
120685,111,igralec
120685,279,igralec
120685,386,reziser
120685,606,igralec
120685,1623,igralec
120689,158,igralec
120689,1104,reziser
120689,1372,igralec
120689,1556,igralec
120689,3817,igralec
120735,2076,igralec
120735,2077,igralec
120735,5363,reziser
120735,5458,igralec
120735,602941,igralec
120737,293,igralec
120737,704,igralec
120737,1392,reziser
120737,5212,igralec
120737,89217,igralec
120738,198,igralec
120738,211,igralec
120738,458,igralec
120738,1455,igralec
120738,394280,reziser
120744,138,igralec
120744,367,igralec
120744,460,igralec
120744,518,igralec
120744,908824,reziser
120746,104,igralec
120746,164,igralec
120746,1876,igralec
120746,132709,reziser
120746,851767,igralec
120755,129,igralec
120755,247,reziser
120755,609,igralec
120755,628601,igralec
120755,779084,igralec
120762,552,igralec
120762,703,igralec
120762,1208,igralec
120762,1840,igralec
120762,51643,reziser
120762,176905,reziser
120768,168,igralec
120768,228,igralec
120768,1556,igralec
120768,336620,reziser
120768,726492,igralec
120780,123,igralec
120780,182,igralec
120780,609,igralec
120780,1752,reziser
120780,1872,igralec
120783,598,igralec
120783,1670,igralec
120783,5006,igralec
120783,517820,igralec
120783,583600,reziser
120784,154,igralec
120784,1338,reziser
120784,1344,igralec
120784,1601,igralec
120784,4742,igralec
120787,140,igralec
120787,569,igralec
120787,1112,reziser
120787,1557,igralec
120787,837064,igralec
120789,260,igralec
120789,702,igralec
120789,1099,igralec
120789,1497,igralec
120789,2657,reziser
120791,113,igralec
120791,173,igralec
120791,330,igralec
120791,1162,reziser
120791,1848,igralec
120794,113,igralec
120794,146,igralec
120794,174,igralec
120794,201,igralec
120794,152312,reziser
120794,920425,reziser
120794,9054338,reziser
120804,170,igralec
120804,27271,reziser
120804,668994,igralec
120804,735442,igralec
120804,1011675,igralec
120812,329,igralec
120812,676,igralec
120812,504962,igralec
120812,711840,reziser
120812,929489,igralec
120815,158,igralec
120815,229,reziser
120815,354,igralec
120815,1744,igralec
120815,122653,igralec
120828,148,igralec
120828,162,igralec
120828,1710,igralec
120828,5283,igralec
120828,718645,reziser
120832,115,igralec
120832,361,reziser
120832,641,igralec
120832,1303,igralec
120832,1334,igralec
120844,408,igralec
120844,408,reziser
120844,653,igralec
120844,996,igralec
120844,1772,igralec
120855,306,igralec
120855,335,igralec
120855,378,igralec
120855,1282,igralec
120855,118333,reziser
120855,510674,reziser
120863,517,reziser
120863,560,igralec
120863,576,igralec
120863,1029,igralec
120863,9716,igralec
120873,169,igralec
120873,375,igralec
120873,648,igralec
120873,829,reziser
120873,1592,igralec
120885,134,igralec
120885,162,igralec
120885,163,igralec
120885,437,igralec
120885,1469,reziser
120888,106,igralec
120888,1191,igralec
120888,178997,reziser
120888,184445,igralec
120888,852132,igralec
120889,245,igralec
120889,421,igralec
120889,1711,igralec
120889,1884,igralec
120889,911910,reziser
120890,102,igralec
120890,117,igralec
120890,369,igralec
120890,612,igralec
120890,573796,reziser
120891,110,igralec
120891,161,igralec
120891,177,igralec
120891,226,igralec
120891,1756,reziser
120902,96,igralec
120902,141,igralec
120902,101385,reziser
120902,205657,igralec
120902,627453,igralec
120903,463,igralec
120903,1741,reziser
120903,1772,igralec
120903,5212,igralec
120903,413168,igralec
120907,179,igralec
120907,343,reziser
120907,353,igralec
120907,453,igralec
120907,492,igralec
120912,169,igralec
120912,226,igralec
120912,1223,igralec
120912,1756,reziser
120912,1800,igralec
120915,184,reziser
120915,191,igralec
120915,204,igralec
120915,553,igralec
120915,5157,igralec
120917,422,igralec
120917,5450,igralec
120917,227540,reziser
120917,457755,igralec
120917,911320,igralec
121164,136,igralec
121164,307,igralec
121164,318,reziser
121164,1808,igralec
121164,1833,igralec
121164,425843,reziser
121765,184,reziser
121765,191,igralec
121765,204,igralec
121765,489,igralec
121765,159789,igralec
121766,168,igralec
121766,184,reziser
121766,191,igralec
121766,204,igralec
121766,159789,igralec
122151,154,igralec
122151,418,igralec
122151,582,igralec
122151,623,igralec
122151,1149,reziser
122690,134,igralec
122690,606,igralec
122690,1239,reziser
122690,1523,igralec
122690,1745,igralec
122718,379,igralec
122718,1102,reziser
122718,1542,igralec
122718,189144,igralec
122718,808376,igralec
122933,134,igralec
122933,345,igralec
122933,601,reziser
122933,1435,igralec
122933,1590,igralec
123755,207498,igralec
123755,382110,igralec
123755,587884,igralec
123755,622112,reziser
123755,935659,igralec
124315,234,igralec
124315,323,igralec
124315,1497,igralec
124315,2120,reziser
124315,5148,igralec
125439,210,igralec
125439,424,igralec
125439,406975,igralec
125439,564500,igralec
125439,585011,reziser
125664,120,igralec
125664,362,igralec
125664,1232,reziser
125664,65418,igralec
125664,671761,igralec
126029,139,igralec
126029,196,igralec
126029,552,igralec
126029,1475,igralec
126029,11470,reziser
126029,421776,reziser
126886,111,igralec
126886,702,igralec
126886,4795,igralec
126886,5098,igralec
126886,668247,reziser
127536,949,igralec
127536,1172,igralec
127536,1212,igralec
127536,1408,reziser
127536,1691,igralec
128442,354,igralec
128442,518,igralec
128442,1093,reziser
128442,1543,igralec
128442,1570,igralec
128445,195,igralec
128445,1025,igralec
128445,5403,igralec
128445,27572,reziser
128445,931404,igralec
128853,158,igralec
128853,205,igralec
128853,212,igralec
128853,1188,reziser
128853,1427,igralec
129167,98,igralec
129167,1065,igralec
129167,4874,igralec
129167,83348,reziser
129167,547349,igralec
129290,245,igralec
129290,450,igralec
129290,1723,reziser
129290,5321,igralec
129290,518687,igralec
129387,139,igralec
129387,369,igralec
129387,1774,igralec
129387,262968,igralec
129387,268370,reziser
129387,268380,reziser
130018,1349,igralec
130018,1616,igralec
130018,5275,igralec
130018,5327,igralec
130018,134176,reziser
130827,1953,igralec
130827,4376,igralec
130827,460578,igralec
130827,677899,igralec
130827,878756,reziser
132477,368,igralec
132477,2653,reziser
132477,177933,igralec
132477,350453,igralec
132477,654104,igralec
133093,206,igralec
133093,401,igralec
133093,5251,igralec
133093,905152,reziser
133093,905154,reziser
133093,915989,igralec
133152,242,igralec
133152,307,igralec
133152,318,reziser
133152,619,igralec
133152,3817,igralec
133240,668,igralec
133240,1737,igralec
133240,1975,igralec
133240,166256,reziser
133240,330687,igralec
133240,615780,reziser
133751,1326,igralec
133751,1675,reziser
133751,108287,igralec
133751,245112,igralec
133751,364977,igralec
133952,243,igralec
133952,246,igralec
133952,906,igralec
133952,1724,igralec
133952,1880,reziser
134084,117,igralec
134084,127,reziser
134084,274,igralec
134084,630,igralec
134084,1073,igralec
134119,179,igralec
134119,354,igralec
134119,569,igralec
134119,949,igralec
134119,5237,reziser
134273,115,igralec
134273,1254,igralec
134273,1618,igralec
134273,1708,reziser
134273,1780,igralec
134847,4874,igralec
134847,202966,igralec
134847,369513,igralec
134847,593664,igralec
134847,878638,reziser
137363,209,igralec
137363,313,igralec
137363,349,igralec
137363,204706,igralec
137363,671210,reziser
137494,125,igralec
137494,609,igralec
137494,750,reziser
137494,1599,igralec
137494,1876,igralec
137523,93,igralec
137523,399,reziser
137523,1533,igralec
137523,1570,igralec
137523,340260,igralec
138097,569,igralec
138097,1212,igralec
138097,1691,igralec
138097,6960,reziser
138097,929489,igralec
138524,123,igralec
138524,671,igralec
138524,1053,reziser
138524,1054,reziser
138524,1691,igralec
138524,1876,igralec
138704,4716,reziser
138704,347797,igralec
138704,366466,igralec
138704,546797,igralec
138704,791570,igralec
138749,110,igralec
138749,177,igralec
138749,800,igralec
138749,1609,igralec
138749,5076,reziser
138749,74426,reziser
138749,666802,reziser
139134,202,igralec
139134,702,igralec
139134,1264,igralec
139134,4757,igralec
139134,474955,reziser
139239,1542,igralec
139239,1631,igralec
139239,4875,igralec
139239,510731,reziser
139239,937930,igralec
139654,160,igralec
139654,243,igralec
139654,297,igralec
139654,1277,igralec
139654,298807,reziser
140352,128,igralec
140352,199,igralec
140352,520,reziser
140352,1626,igralec
140352,893204,igralec
141926,172,igralec
141926,190,igralec
141926,200,igralec
141926,954,igralec
141926,609236,reziser
142342,725,igralec
142342,1191,igralec
142342,240797,reziser
142342,819850,igralec
142342,829537,igralec
142688,136,igralec
142688,565,igralec
142688,591,reziser
142688,1449,igralec
142688,782561,igralec
143145,112,igralec
143145,521,igralec
143145,612,igralec
143145,776,reziser
143145,1015,igralec
144084,288,igralec
144084,366004,reziser
144084,524197,igralec
144084,756083,igralec
144084,857620,igralec
144117,353,igralec
144117,1218,igralec
144117,5342,igralec
144117,217386,igralec
144117,240627,reziser
145487,353,igralec
145487,379,igralec
145487,600,reziser
145487,1497,igralec
145487,290556,igralec
145660,196,igralec
145660,1287,igralec
145660,1822,igralec
145660,1868,igralec
145660,5366,reziser
145681,243,igralec
145681,1401,igralec
145681,1451,igralec
145681,637518,reziser
145681,740264,igralec
146316,685,igralec
146316,1401,igralec
146316,322513,igralec
146316,852965,igralec
146316,922346,reziser
146675,216,igralec
146675,321,igralec
146675,677,igralec
146675,1382,reziser
146675,1629,igralec
146838,139,igralec
146838,199,igralec
146838,231,reziser
146838,249,igralec
146838,598,igralec
146882,131,igralec
146882,1241,reziser
146882,5013,igralec
146882,85312,igralec
146882,521974,igralec
147800,5132,igralec
147800,5466,igralec
147800,330687,igralec
147800,432627,reziser
147800,646351,igralec
149261,168,igralec
149261,1317,reziser
149261,4787,igralec
149261,5048,igralec
149261,571537,igralec
150377,169,igralec
150377,171,igralec
150377,915,reziser
150377,339304,igralec
150377,918573,igralec
151738,106,igralec
151738,274,igralec
151738,331532,reziser
151738,788340,igralec
151738,890232,igralec
151804,98,igralec
151804,379114,igralec
151804,431918,reziser
151804,515296,igralec
151804,619651,igralec
152930,91,reziser
152930,182839,igralec
152930,225899,igralec
152930,332659,igralec
152930,618651,igralec
154420,488917,igralec
154420,605786,igralec
154420,824785,igralec
154420,860947,igralec
154420,899121,reziser
154506,369918,igralec
154506,634240,reziser
154506,634297,igralec
154506,751301,igralec
154506,857458,igralec
155267,112,igralec
155267,623,igralec
155267,1262,igralec
155267,1459,igralec
155267,1532,reziser
158983,1778,igralec
158983,5002,igralec
158983,5295,igralec
158983,5295,reziser
158983,74834,igralec
159097,249,igralec
159097,379,igralec
159097,678,igralec
159097,1068,reziser
159097,1326,igralec
159273,432,igralec
159273,5562,igralec
159273,532683,igralec
159273,601382,reziser
159273,925916,igralec
159365,173,igralec
159365,179,igralec
159365,250,igralec
159365,5237,reziser
159365,40586,igralec
160127,106,igralec
160127,139,igralec
160127,195,igralec
160127,5154,igralec
160127,629334,reziser
160862,337,igralec
160862,498,igralec
160862,5327,igralec
160862,410769,reziser
160862,908094,igralec
161081,148,igralec
161081,201,igralec
161081,709,reziser
161081,1584,igralec
161081,870007,igralec
162222,158,igralec
162222,166,igralec
162222,709,reziser
162222,584052,igralec
162222,925096,igralec
162346,114,igralec
162346,301,igralec
162346,605,igralec
162346,424060,igralec
162346,959062,reziser
162650,168,igralec
162650,288,igralec
162650,1853,igralec
162650,5436,reziser
162650,942482,igralec
162661,136,igralec
162661,207,igralec
162661,318,reziser
162661,1669,igralec
162661,2091,igralec
163025,495,igralec
163025,513,igralec
163025,554,igralec
163025,2653,reziser
163025,5273,igralec
163187,152,igralec
163187,210,igralec
163187,349,igralec
163187,1185,igralec
163187,5190,reziser
163651,4755,igralec
163651,4989,igralec
163651,5098,igralec
163651,5272,igralec
163651,919363,reziser
163651,919369,reziser
163978,138,igralec
163978,965,reziser
163978,1461,igralec
163978,665265,igralec
163978,948679,igralec
164052,102,igralec
164052,223,igralec
164052,682,reziser
164052,982,igralec
164052,225332,igralec
164181,102,igralec
164181,1152,igralec
164181,2062,igralec
164181,178574,igralec
164181,462895,reziser
164184,151,igralec
164184,255,igralec
164184,4675,reziser
164184,90309,igralec
164184,1172817,igralec
164334,151,igralec
164334,699,igralec
164334,5321,igralec
164334,48414,igralec
164334,848414,reziser
164912,133,igralec
164912,150,igralec
164912,5151,igralec
164912,491402,igralec
164912,591450,reziser
165798,464,reziser
165798,1845,igralec
165798,331054,igralec
165798,798328,igralec
165798,868110,igralec
165929,1472,igralec
165929,4691,igralec
165929,5568,igralec
165929,5647,reziser
165929,913460,igralec
166896,186,reziser
166896,651,igralec
166896,2070,igralec
166896,139388,igralec
166896,1886964,igralec
166924,186,reziser
166924,5009,igralec
166924,60931,igralec
166924,857620,igralec
166924,915208,igralec
167190,457,igralec
167190,579,igralec
167190,4757,igralec
167190,427964,igralec
167190,868219,reziser
167260,704,igralec
167260,1392,reziser
167260,1557,igralec
167260,5212,igralec
167260,89217,igralec
167261,704,igralec
167261,1392,reziser
167261,1557,igralec
167261,5212,igralec
167261,89217,igralec
167404,246,igralec
167404,1057,igralec
167404,5286,igralec
167404,796117,reziser
167404,931404,igralec
168629,366,igralec
168629,1556,igralec
168629,1780,igralec
168629,1885,reziser
168629,1951,igralec
169102,332950,reziser
169102,451148,igralec
169102,791226,igralec
169102,944834,igralec
169102,961737,igralec
169547,228,igralec
169547,301,igralec
169547,906,igralec
169547,4747,igralec
169547,5222,reziser
170016,120,igralec
170016,165,reziser
170016,1787,igralec
170016,597410,igralec
170016,3679189,igralec
171363,553,igralec
171363,666,igralec
171363,957,reziser
171363,1876,igralec
171363,5562,igralec
171804,1721,igralec
171804,5303,reziser
171804,5476,igralec
171804,765597,igralec
171804,786639,igralec
172156,226,igralec
172156,881,reziser
172156,1454,igralec
172156,3244,igralec
172156,5517,igralec
172493,213,igralec
172493,1401,igralec
172493,3506,reziser
172493,5261,igralec
172493,245112,igralec
172495,128,igralec
172495,631,reziser
172495,1567,igralec
172495,1618,igralec
172495,1657,igralec
173840,114,igralec
173840,285,igralec
173840,609,igralec
173840,1840,igralec
173840,756983,reziser
173840,1012102,reziser
174856,243,igralec
174856,630,igralec
174856,679,igralec
174856,422484,reziser
174856,788370,igralec
175142,1182,igralec
175142,5540,reziser
175142,5541,igralec
175142,9016,igralec
175142,267506,igralec
175880,129,igralec
175880,194,igralec
175880,450,igralec
175880,759,reziser
175880,1673,igralec
177789,244,igralec
177789,614,igralec
177789,741,igralec
177789,1724,igralec
177789,661751,reziser
177971,123,igralec
177971,178,igralec
177971,242,igralec
177971,583,reziser
177971,604,igralec
180093,124,igralec
180093,995,igralec
180093,1467,igralec
180093,4716,reziser
180093,5541,igralec
181316,1454,igralec
181316,5561,igralec
181316,152638,igralec
181316,338886,igralec
181316,562645,reziser
181536,125,igralec
181536,719,igralec
181536,1593,igralec
181536,1814,reziser
181536,114532,igralec
181689,129,igralec
181689,229,reziser
181689,1884,igralec
181689,268199,igralec
181689,608090,igralec
181852,132,igralec
181852,216,igralec
181852,1763,igralec
181852,518085,igralec
181852,609236,reziser
181865,140,igralec
181865,1125,igralec
181865,1752,reziser
181865,1876,igralec
181865,889846,igralec
181875,531,igralec
181875,1081,reziser
181875,1082,igralec
181875,5028,igralec
181875,297578,igralec
182789,245,igralec
182789,554,igralec
182789,1060,reziser
182789,1110,igralec
182789,1624,igralec
183505,120,igralec
183505,250,igralec
183505,26364,igralec
183505,115236,igralec
183505,268370,reziser
183505,268380,reziser
183523,209,igralec
183523,332,igralec
183523,361,reziser
183523,641,igralec
183523,1567,igralec
183649,662,igralec
183649,1708,reziser
183649,1845,igralec
183649,268199,igralec
183649,593664,igralec
183790,1338,reziser
183790,1722,igralec
183790,4692,igralec
183790,5132,igralec
183790,815370,igralec
184894,329,igralec
184894,5154,igralec
184894,5562,igralec
184894,223359,reziser
184894,581266,igralec
185125,264,reziser
185125,4650,igralec
185125,5386,igralec
185125,679150,igralec
185125,760665,igralec
185183,237,igralec
185183,1608,igralec
185183,1845,igralec
185183,2337,reziser
185183,167649,igralec
185431,99,igralec
185431,172,igralec
185431,1191,igralec
185431,109359,reziser
185431,406975,igralec
185937,231946,igralec
185937,502671,igralec
185937,617130,reziser
185937,844896,reziser
185937,931321,igralec
185937,1482809,igralec
186151,598,igralec
186151,1029,igralec
186151,236495,igralec
186151,387706,reziser
186151,593310,igralec
186566,142,igralec
186566,142,reziser
186566,169,igralec
186566,661,igralec
186566,1258,igralec
187078,115,igralec
187078,610,igralec
187078,1401,igralec
187078,189278,igralec
187078,784061,reziser
187393,154,igralec
187393,386,reziser
187393,613,igralec
187393,5042,igralec
187393,5132,igralec
187738,579,igralec
187738,648,igralec
187738,1434,igralec
187738,7237,igralec
187738,868219,reziser
190138,246,igralec
190138,275,igralec
190138,1612,igralec
190138,3817,igralec
190138,528718,reziser
190332,334,igralec
190332,487,reziser
190332,706,igralec
190332,151654,igralec
190332,955471,igralec
190590,123,igralec
190590,422,igralec
190590,1053,reziser
190590,1054,reziser
190590,1806,igralec
190590,625789,igralec
195685,210,igralec
195685,1215,igralec
195685,1752,reziser
195685,109773,igralec
195685,225767,igralec
195714,1701,igralec
195714,5123,igralec
195714,5445,igralec
195714,167028,igralec
195714,939128,reziser
196229,1774,igralec
196229,1774,reziser
196229,2071,igralec
196229,5562,igralec
196229,852132,igralec
198781,114,igralec
198781,345,igralec
198781,422,igralec
198781,230032,reziser
198781,316701,igralec
198781,798899,reziser
198781,881279,reziser
200465,2044,reziser
200465,4787,igralec
200465,5458,igralec
200465,990547,igralec
200465,1304386,igralec
200550,422,igralec
200550,4742,igralec
200550,5305,igralec
200550,305081,igralec
200550,573589,reziser
203009,173,igralec
203009,191,igralec
203009,491,igralec
203009,980,igralec
203009,525303,reziser
203019,134,igralec
203019,234,igralec
203019,421,igralec
203019,254712,igralec
203019,863387,reziser
204946,379,igralec
204946,5517,igralec
204946,103038,igralec
204946,244630,igralec
204946,715636,reziser
205000,1235,igralec
205000,1705,igralec
205000,54397,igralec
205000,341176,igralec
205000,593610,reziser
206634,194,igralec
206634,323,igralec
206634,190859,reziser
206634,252230,igralec
206634,654110,igralec
207201,154,igralec
207201,166,igralec
207201,257,igralec
207201,673,igralec
207201,583600,reziser
208003,505,igralec
208003,1454,igralec
208003,316079,igralec
208003,331532,reziser
208003,913465,igralec
208092,93,igralec
208092,1125,igralec
208092,1199,igralec
208092,5363,reziser
208092,5458,igralec
209144,1592,igralec
209144,1602,igralec
209144,5251,igralec
209144,95478,igralec
209144,634240,reziser
209163,409,igralec
209163,1314,igralec
209163,1838,igralec
209163,814085,reziser
209163,903677,igralec
209475,182,igralec
209475,190,igralec
209475,150362,igralec
209475,788202,reziser
209475,933098,igralec
209958,182,igralec
209958,352,igralec
209958,681,igralec
209958,416381,igralec
209958,802248,reziser
210945,243,igralec
210945,1599,igralec
210945,365445,igralec
210945,403652,igralec
210945,945026,reziser
211915,466,reziser
211915,186677,igralec
211915,440913,igralec
211915,749363,igralec
211915,851582,igralec
211933,565,igralec
211933,4695,igralec
211933,5024,igralec
211933,159789,igralec
211933,1703612,reziser
212338,134,igralec
212338,1100,igralec
212338,1632,igralec
212338,1774,igralec
212338,5366,reziser
212346,113,igralec
212346,298,igralec
212346,323,igralec
212346,973,igralec
212346,677953,reziser
212720,179,igralec
212720,229,reziser
212720,5286,igralec
212720,640323,igralec
212720,730168,igralec
212985,164,igralec
212985,194,igralec
212985,198,igralec
212985,501,igralec
212985,631,reziser
213149,255,igralec
213149,295,igralec
213149,881,reziser
213149,1326,igralec
213149,5406,igralec
213847,899,igralec
213847,270119,igralec
213847,681218,igralec
213847,837868,igralec
213847,868153,reziser
215129,5227,igralec
215129,5405,igralec
215129,5442,igralec
215129,182455,igralec
215129,680846,reziser
215750,179,igralec
215750,269,reziser
215750,438,igralec
215750,1212,igralec
215750,1838,igralec
216216,216,igralec
216216,1282,igralec
216216,1650,igralec
216216,6854,reziser
216216,740264,igralec
217505,138,igralec
217505,139,igralec
217505,217,reziser
217505,358,igralec
217505,980,igralec
217869,168,igralec
217869,246,igralec
217869,705,igralec
217869,4829,igralec
217869,796117,reziser
218967,115,igralec
218967,332,igralec
218967,495,igralec
218967,5315,igralec
218967,711840,reziser
221027,136,igralec
221027,1130,reziser
221027,4376,igralec
221027,4851,igralec
221027,341737,igralec
223897,166,igralec
223897,228,igralec
223897,1460,reziser
223897,1542,igralec
223897,5286,igralec
227445,8,igralec
227445,134,igralec
227445,291,igralec
227445,568,reziser
227445,1570,igralec
227538,104,igralec
227538,1303,igralec
227538,1675,reziser
227538,754512,igralec
227538,891786,igralec
230011,150,igralec
230011,1815,igralec
230011,123553,igralec
230011,160004,igralec
230011,873779,reziser
230011,936374,reziser
230030,167,igralec
230030,409,igralec
230030,601,reziser
230030,640323,igralec
230030,794896,igralec
230600,173,igralec
230600,1172,igralec
230600,1217,igralec
230600,24622,reziser
230600,542635,igralec
230838,206,igralec
230838,234,igralec
230838,5042,igralec
230838,314524,igralec
230838,640466,reziser
232500,3418,reziser
232500,4874,igralec
232500,108287,igralec
232500,735442,igralec
232500,908094,igralec
233469,216,igralec
233469,480,igralec
233469,491,igralec
233469,1112,reziser
233469,626202,igralec
234215,206,igralec
234215,401,igralec
234215,5251,igralec
234215,905152,reziser
234215,905154,reziser
234215,915989,igralec
235198,410903,igralec
235198,475165,igralec
235198,586281,reziser
235198,768017,igralec
235198,793402,igralec
236493,93,igralec
236493,210,igralec
236493,1254,igralec
236493,799777,igralec
236493,893659,reziser
238380,288,igralec
238380,293,igralec
238380,1833,igralec
238380,4875,igralec
238380,934483,reziser
240772,93,igralec
240772,123,igralec
240772,210,igralec
240772,354,igralec
240772,1752,reziser
240890,131,igralec
240890,295,igralec
240890,5256,igralec
240890,5315,igralec
240890,155093,reziser
241303,300,igralec
241303,547,igralec
241303,1132,igralec
241303,2120,reziser
241303,5251,igralec
241527,1060,reziser
241527,1321,igralec
241527,1749,igralec
241527,342488,igralec
241527,705356,igralec
242423,4950,igralec
242423,5110,igralec
242423,5405,igralec
242423,5448,igralec
242423,500444,reziser
242653,206,igralec
242653,401,igralec
242653,5251,igralec
242653,905152,reziser
242653,905154,reziser
242653,915989,igralec
243133,531,igralec
243133,671,igralec
243133,1053,reziser
243133,1054,reziser
243133,1254,igralec
243133,45937,igralec
243155,147,igralec
243155,250,igralec
243155,424,igralec
243155,428121,igralec
243155,536632,reziser
243736,1326,igralec
243736,182455,igralec
243736,499724,reziser
243736,815370,igralec
243736,872242,igralec
244244,237,igralec
244244,332,igralec
244244,932,igralec
244244,413168,igralec
244244,784061,reziser
245429,153738,igralec
245429,383708,igralec
245429,594503,reziser
245429,687189,igralec
245429,936374,reziser
245429,997115,igralec
245574,190859,reziser
245574,305558,igralec
245574,319843,igralec
245574,893941,igralec
245574,1004635,igralec
245674,498,igralec
245674,1110,igralec
245674,1724,igralec
245674,2436,igralec
245674,65284,reziser
245712,248408,igralec
245712,305558,igralec
245712,327944,reziser
245712,346270,igralec
245712,865949,igralec
245844,1029,igralec
245844,1321,igralec
245844,1602,igralec
245844,289656,igralec
245844,721817,reziser
246460,112,igralec
246460,932,igralec
246460,683253,igralec
246460,827170,igralec
246460,848414,reziser
246578,1521,igralec
246578,350453,igralec
246578,446819,reziser
246578,540441,igralec
246578,651660,igralec
247638,267,igralec
247638,525,igralec
247638,1185,igralec
247638,4266,igralec
247638,5190,reziser
247745,151540,igralec
247745,151540,reziser
247745,373571,igralec
247745,449466,igralec
247745,899282,igralec
248667,226,igralec
248667,520,reziser
248667,685,igralec
248667,4937,igralec
248667,5522,igralec
249462,68260,igralec
249462,197636,reziser
249462,237237,igralec
249462,382402,igralec
249462,910278,igralec
250258,1953,igralec
250258,75321,igralec
250258,386570,reziser
250258,617852,igralec
250258,831440,igralec
250494,702,igralec
250494,4757,igralec
250494,5561,igralec
250494,205127,igralec
250494,525659,reziser
250687,155,igralec
250687,5227,igralec
250687,5442,igralec
250687,896735,igralec
250687,958387,reziser
250797,152,igralec
250797,178,igralec
250797,1490,reziser
250797,553648,igralec
250797,838059,igralec
251075,141,igralec
251075,194,igralec
251075,5405,igralec
251075,428963,igralec
251075,718645,reziser
251127,190,igralec
251127,4965,igralec
251127,5028,igralec
251127,677953,reziser
251127,1063517,igralec
251160,243,igralec
251160,380,igralec
251160,1024,reziser
251160,253708,igralec
251160,1131193,igralec
