id,naslov,dolzina,leto,ocena,metascore,glasovi,zasluzek,opis
96754,Brezno,145,1989,7.6,62,147298,54461047,A civilian diving team is enlisted to search for a lost nuclear submarine and face danger while encountering an alien aquatic species.
96874,Vrnitev v prihodnost 2,108,1989,7.8,57,404647,118500000,"After visiting 2015, Marty McFly must repeat his visit to 1955 to prevent disastrous changes to 1985...without interfering with his first trip."
96895,Batman,126,1989,7.6,69,303073,251188924,The Dark Knight of Gotham City begins his war on crime with his first major enemy being the clownishly homicidal Joker.
96928,Bill & Ted's Excellent Adventure,90,1989,6.9,44,96207,40485039,Two seemingly dumb teens set off on a quest to prepare the ultimate historical presentation with the help of a time machine.
96969,Born on the Fourth of July,145,1989,7.2,75,87344,70001698,"The biography of Ron Kovic. Paralyzed in the Vietnam war, he becomes an anti-war and pro-human rights political activist after feeling betrayed by the country he fought for."
97165,Drustvo mrtvih pesnikov,128,1989,8.1,79,346406,95860116,English teacher John Keating inspires his students to look at poetry with a different perspective of authentic knowledge and feelings.
97216,Do the Right Thing,120,1989,7.9,91,70843,27545445,"On the hottest day of the year on a street in the Bedford-Stuyvesant section of Brooklyn, everyone's hate and bigotry smolders and builds until it explodes into violence."
97239,Sofer gospodicne Daisy,99,1989,7.4,81,85408,106593296,An old Jewish woman and her African-American chauffeur in the American South have a relationship that grows and improves over the years.
97351,Polje sanj,107,1989,7.5,57,96779,64431625,"An Iowa corn farmer, hearing voices, interprets them as a command to build a baseball diamond in his fields; he does, and the 1919 Chicago White Sox come."
97428,Ghostbusters II,108,1989,6.5,56,161325,112494738,The discovery of a massive river of ectoplasm and a resurgence of spectral activity allows the staff of Ghostbusters to revive the business.
97441,Bitka za slavo,122,1989,7.9,,110906,26830000,"Robert Gould Shaw leads the U.S. Civil War's first all-black volunteer company, fighting prejudices from both his own Union Army, and the Confederates."
97493,Heathers,103,1988,7.3,72,74062,1108462,"In order to get out of the snobby clique that is destroying her good-girl reputation, an intelligent teen teams up with a dark sociopath in a plot to kill the cool kids."
97523,"Draga, pomanjsal sem otroke",93,1989,6.3,63,124275,130724172,The scientist father of a teenage girl and boy accidentally shrinks his and two other neighborhood teens to the size of insects. Now the teens must fight diminutive dangers as the father searches for them.
97576,Indiana Jones in Zadnji križarski pohod,127,1989,8.3,65,607491,197171806,"In 1938, after his father Professor Henry Jones, Sr. goes missing while pursuing the Holy Grail, Indiana Jones finds himself up against Adolf Hitler's Nazis again to stop them obtaining its powers."
97733,Smrtonosno orozje 2,114,1989,7.2,70,144516,147253986,Riggs and Murtaugh are on the trail of South African diplomats who are using their immunity to engage in criminal activities.
97742,Licence to Kill,133,1989,6.6,58,83152,34667015,"James Bond goes rogue and sets off to unleash vengeance on a drug lord who tortured his best friend, a C.I.A. Agent, and left him for dead and murdered his bride after he helped capture him."
97757,Mala morska deklica,83,1989,7.6,88,202513,111543479,A mermaid princess makes a Faustian bargain with an unscrupulous sea-witch in order to meet a human prince on land.
97778,Poglej kdo se oglasa,93,1989,5.8,51,70676,140088813,"After a single, career-minded woman is left on her own to give birth to the child of a married man, she finds a new romantic chance in a cab driver. Meanwhile, the point-of-view of the newborn boy is narrated through voice-over."
97814,Majo no takkyûbin,103,1989,7.9,83,94040,,"A young witch, on her mandatory year of independent life, finds fitting into a new community difficult while she supports herself by running an air courier service."
97958,Bozicne pocitnice,97,1989,7.6,49,124894,71320000,The Griswold family's plans for a big family Christmas predictably turn into a big disaster.
98084,Macje pokopalisce,103,1989,6.6,38,75435,57469179,"Behind a young family's home in Maine is a terrible secret that holds the power of life after death. When tragedy strikes, the threat of that power soon becomes undeniable."
98258,Say Anything...,100,1989,7.4,85,74361,20781385,A noble underachiever and a beautiful valedictorian fall in love the summer before she goes off to college.
98439,Tango & Cash,104,1989,6.4,41,85665,63408614,"Framed by their ruthless arch-nemesis, a mismatched LAPD crime-fighting duo has to put its differences aside to even the score with the evil kingpin who put them behind bars once and for all."
98554,Uncle Buck,100,1989,7.0,51,72834,66758538,"Bachelor and all round slob, Buck, babysits his brother's rebellious teenage daughter and her cute younger brother and sister."
98635,Ko je Harry srecal Sally,96,1989,7.6,76,171073,92823600,"Harry and Sally have known each other for years, and are very good friends, but they fear sex would ruin the friendship."
99077,Prebujenja,121,1990,7.8,74,107645,52096475,"The victims of an encephalitis epidemic many years ago have been catatonic ever since, but now a new drug offers the prospect of reviving them."
99088,Vrnitev v prihodnost 3,118,1990,7.4,55,340778,87727583,"Enjoying a peaceable existence in 1885, Doctor Emmet Brown is about to be killed by Buford ""Mad Dog"" Tannen. Marty McFly travels back in time to save his friend."
99348,Plese z volkovi,181,1990,8.0,72,212844,184208848,"Lieutenant John Dunbar, assigned to a remote western Civil War outpost, befriends wolves and Indians, making him an intolerable aberration in the military."
99371,Dnevi grmenja,107,1990,5.9,60,69588,82670733,A young hot-shot stock car driver gets his chance to compete at the top level.
99423,Umri pokoncno 2,124,1990,7.1,67,302794,117540947,"John McClane attempts to avert disaster as rogue military operatives seize control of Dulles International Airport in Washington, D.C."
99487,Edvard Skarjeroki,105,1990,7.9,74,402295,56362352,"A gentle man, with scissors for hands, is brought into a new community after living in isolation."
99582,Tanka linija smrti,115,1990,6.6,55,72691,61490000,"Five medical students experiment with ""near death"" experiences, until the dark consequences of past tragedies begin to jeopardize their lives."
99653,Duh,127,1990,7.0,52,172824,217631306,"After a young man is murdered, his spirit stays behind to warn his lover of impending danger, with the help of a reluctant psychic."
99674,Boter 3,162,1990,7.6,60,316476,66666062,"In the midst of trying to legitimize his business dealings in New York City and Italy in 1979, aging Mafia Don Michael Corleone seeks to avow for his sins, while taking his nephew Vincent Mancini under his wing."
99685,Dobri fantje,146,1990,8.7,89,863425,46836394,"The story of Henry Hill and his life in the mob, covering his relationship with his wife Karen Hill and his mob partners Jimmy Conway and Tommy DeVito in the Italian-American crime syndicate."
99700,Gremlins 2: The New Batch,106,1990,6.3,,80473,41482207,"The Gremlins are back, and this time, they've taken control of a New York media mogul's high-tech skyscraper."
99785,Sam doma,103,1990,7.5,63,380154,285761243,An eight-year-old troublemaker must protect his house from a pair of burglars when he is accidentally left home alone by his family during Christmas vacation.
99810,Lov na rdeci oktober,135,1990,7.6,58,159717,122012643,"In November 1984, the Soviet Union's best submarine captain in their newest sub violates orders and heads for the U.S. Is he trying to defect or to start a war?"
99871,Jakobova lestev groze,113,1990,7.5,62,87100,26118851,"Mourning his dead child, a haunted Vietnam War veteran attempts to uncover his past while suffering from a severe case of dissociation. To do so, he must decipher reality and life from his own dreams, delusions, and perceptions of death."
99938,Kindergarten Cop,111,1990,6.1,61,121111,91457688,"A tough cop must pose as a kindergarten teacher in order to locate a dangerous criminal's ex-wife, who may hold the key to putting him behind bars."
100150,Millerjevo krizisce,115,1990,7.8,66,114923,5080409,"Tom Regan, an advisor to a Prohibition-era crime boss, tries to keep the peace between warring mobs but gets caught in divided loyalties."
100157,Misery,107,1990,7.8,75,157590,61276872,"After a famous author is rescued from a car crash by a fan of his novels, he comes to realize that the care he is receiving is only the beginning of a nightmare of captivity and abuse."
100403,Predator 2,108,1990,6.3,46,127437,30669413,"Amidst a territorial gang war in 1997, a sophisticated alien hunter stalks the citizens of Los Angeles and the only man between him and his prey is veteran L.A.P.D. officer, Lieutenant Mike Harrigan."
100405,Cedno dekle,119,1990,7.0,51,248419,178406268,"A man in a legal but hurtful business needs an escort for some social events, and hires a beautiful prostitute he meets... only to fall in love."
100502,RoboCop 2,117,1990,5.8,42,72908,45681173,"Cyborg law enforcer RoboCop returns to protect the citizens of old Detroit but faces a deadly challenge when a rogue OCP member secretly creates a new, evil RoboCop 2."
100507,Rocky V,104,1990,5.2,55,109270,40946358,"Reluctantly retired from boxing, and back from riches to rags, Rocky takes on a new protege who betrays him, as the champ's son must adjust to his family's new life after bankruptcy."
100758,Teenage Mutant Ninja Turtles,93,1990,6.7,51,76311,135265915,Four teenage mutant ninja turtles emerge from the shadows to protect New York City from a gang of criminal ninjas.
100802,Total Recall,113,1990,7.5,57,270026,119394840,"When a man goes for virtual vacation memories of the planet Mars, an unexpected and harrowing series of events forces him to go to the planet for real - or does he?"
100814,Drhtenje,96,1990,7.2,65,104652,16667084,Natives of a small isolated town defend themselves against strange underground creatures which are killing them one by one.
100935,Divji v srcu,125,1990,7.2,52,72088,14560247,Young lovers Sailor and Lula run from the variety of weirdos that Lula's mom has hired to kill Sailor.
101272,Pri Addamsovih,99,1991,6.9,57,110193,113502000,Con artists plan to fleece an eccentric family using an accomplice who claims to be their long-lost uncle.
101393,Backdraft,137,1991,6.7,38,64306,77868585,"Two Chicago firefighter brothers, who don't get along, have to work together while a dangerous arsonist is on the loose."
101410,Barton Fink,116,1991,7.7,69,100864,6153939,A renowned New York playwright is enticed to California to write for the movies and discovers the hellish truth of Hollywood.
101414,Lepotica in zver,84,1991,8.0,95,374955,218967620,"A selfish prince is cursed to become a monster for the rest of his life, unless he learns to fall in love with a beautiful young woman he keeps prisoner."
101507,Boyz n the Hood,112,1991,7.8,76,107991,57504069,"Follows the lives of three young males living in the Crenshaw ghetto of Los Angeles, dissecting questions of race, relationships, violence and future prospects."
101540,Rt strahu,128,1991,7.3,73,147074,79100000,"A convicted rapist, released from prison after serving a fourteen-year sentence, stalks the family of the lawyer who originally defended him."
101700,Delicatessen,99,1991,7.7,66,73313,1794187,Post-apocalyptic surrealist black comedy about the landlord of an apartment building who occasionally prepares a delicacy for his odd tenants.
101761,The Doors,140,1991,7.2,62,75361,35183792,"The story of the famous and influential 1960s rock band The Doors and its lead singer and composer, Jim Morrison, from his days as a UCLA film student in Los Angeles, to his untimely death in Paris, France at age 27 in 1971."
101889,Kraljevi ribic,138,1991,7.6,61,71275,41895491,"A former radio DJ, suicidally despondent because of a terrible mistake he made, finds redemption in helping a deranged homeless man who was an unwitting victim of that mistake."
102057,Hook,142,1991,6.7,52,206659,119654823,"When Captain Hook kidnaps his children, an adult Peter Pan must return to Neverland and reclaim his youthful spirit in order to challenge his old enemy."
102059,Napihnjenci,84,1991,6.7,61,89147,69467617,"A parody of <a href=""/title/tt0092099"">Top Gun</a> (1986) in which a talented but unstable fighter pilot must overcome the ghosts of his father and save a mission sabotaged by greedy weapons manufacturers."
102138,J.F.K.,189,1991,8.0,72,127423,70405498,New Orleans District Attorney Jim Garrison discovers there's more to the Kennedy assassination than the official story.
102266,Zadnji skavt,105,1991,7.0,52,83983,59509925,"An private detective's protected female witness is murdered, prompting him and the victim's boyfriend to investigate the crime that leads to a corrupt politician and a crooked football team owner."
102492,Moja punca,102,1991,6.9,56,63622,59847242,"A young girl, on the threshold of her teen years, finds her life turning upside down, when she is accompanied by an unlikely friend."
102510,Gola pistola 2 1/2,85,1991,6.9,65,93482,86930411,Lieutenant Frank Drebin discovers that his ex-girlfriend's new beau is involved in a plot to kidnap a scientist who advocates solar energy.
102685,Peklenski val,122,1991,7.2,58,132408,43218387,An F.B.I. Agent goes undercover to catch a gang of surfers who may be bank robbers.
102798,Robin Hood - princ tatov,143,1991,6.9,51,161189,165500000,"When Robin and his Moorish companion come to England and the tyranny of the Sheriff of Nottingham, he decides to fight back as an outlaw."
102926,Ko jagenjčki obmolknejo,118,1991,8.6,85,1073860,130742922,"A young FBI cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims."
102975,Star Trek VI: The Undiscovered Country,110,1991,7.2,65,62744,74888996,"On the eve of retirement, Kirk and McCoy are charged with assassinating the Klingon High Chancellor and imprisoned. The Enterprise crew must help them escape to thwart a conspiracy aimed at sabotaging the last best hope for peace."
103064,Terminator 2 - Sodni dan,137,1991,8.5,75,869236,204843350,"A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her teenage son, John Connor, from a more advanced and powerful cyborg."
103074,Thelma in Louise,130,1991,7.4,88,117166,45361000,"Two best friends set out on an adventure, but it soon turns around to a terrifying escape from being hunted by the police, as these two girls escape for the crimes they committed."
103639,Aladin,90,1992,8.0,86,305737,217350219,"When a street urchin vies for the love of a beautiful princess, he uses a genie's magic power to make himself off as a prince in order to marry her."
103644,Osmi potnik 3,114,1992,6.4,59,245998,55473600,"After her last encounter, Ellen Ripley crash-lands on Fiorina 161, a maximum security prison. When a series of strange and deadly events occur shortly after her arrival, Ripley realizes that she has brought along an unwelcome visitor."
103772,Prvinski nagon,127,1992,6.9,41,151414,117727000,"A violent police detective investigates a brutal murder, in which a manipulative and seductive novelist could be involved."
103776,Batman se vrača,126,1992,7.0,68,244361,162831698,"When a corrupt businessman and the grotesque Penguin plot to take control of Gotham City, only Batman can stop them, while the Catwoman has her own agenda."
103855,Telesni strazar,129,1992,6.2,39,104117,121945720,"A former Secret Service agent takes on the job of bodyguard to an R&B singer, whose lifestyle is most unlike a President's."
103873,Braindead,104,1992,7.5,54,84767,242623,"A young man's mother is bitten by a Sumatran rat-monkey. She gets sick and dies, at which time she comes back to life, killing and eating dogs, nurses, friends, and neighbors."
103874,Drakula,128,1992,7.5,57,166093,82522790,The centuries old vampire Count Dracula comes to England to seduce his barrister Jonathan Harker's fiancée Mina Murray and inflict havoc in the foreign land.
104070,Smrt ji lepo pristoji,104,1992,6.5,56,91037,58422650,"When a woman learns of an immortality treatment, she sees it as a way to outdo her long-time rival."
104257,Zadnji dobri mozje,138,1992,7.7,62,207519,141340178,Military lawyer Lieutenant Daniel Kaffee defends Marines accused of murder. They contend they were acting under orders.
104348,Glengarry Glen Ross,100,1992,7.8,80,86436,10725228,An examination of the machinations behind the scenes at a real estate office.
104431,Sam doma 2 - Izgubljen v New Yorku,120,1992,6.7,,246775,173585516,"One year after Kevin was left home alone and had to defeat a pair of bumbling burglars, he accidentally finds himself in New York City, and the same criminals are not far behind."
104691,Poslednji Mohikanec,112,1992,7.8,76,131417,75505856,Three trappers protect a British Colonel's daughters in the midst of the French and Indian War.
104694,A League of Their Own,128,1992,7.2,67,81277,107533928,Two sisters join the first female professional baseball league and struggle to help it succeed amidst their own growing rivalry.
104714,Smrtonosno orozje 3,118,1992,6.7,40,142091,144731527,Martin Riggs and Roger Murtaugh pursue a former LAPD officer who uses his knowledge of police procedure and policies to steal and sell confiscated guns and ammunition to local street gangs.
104797,Malcolm X,202,1992,7.7,72,73041,48169908,"Biographical epic of the controversial and influential Black Nationalist leader, from his early life and career as a small-time gangster, to his ministry as a member of the Nation of Islam."
104952,Moj bratranec Vinny,120,1992,7.5,68,93290,52929168,"Two New Yorkers are accused of murder in rural Alabama while on their way back to college, and one of their cousins--an inexperienced, loudmouth lawyer not accustomed to Southern rules and manners--comes in to defend them."
105112,Patriotske igre,117,1992,6.9,64,91068,83287363,"When CIA analyst Jack Ryan interferes with an IRA assassination, a renegade faction targets him and his family for revenge."
105236,Stekli psi,99,1992,8.3,79,788604,2832029,"After a simple jewelry heist goes terribly wrong, the surviving criminals begin to suspect that one of them is a police informant."
105323,Vonj po zenski,156,1992,8.0,59,223395,63895607,"A prep school student needing money agrees to ""babysit"" a blind man, but the job is not at all what he anticipated."
105417,Nune pojejo,100,1992,6.3,51,75986,139610000,"When a worldly singer witnesses a mob crime, the police hide her as a nun in a traditional convent where she has trouble fitting in."
105665,Twin Peaks - Ogenj hodi z menoj,135,1992,7.2,28,73255,4160851,A young FBI agent disappears while investigating a murder miles from Twin Peaks that may be related to the future murder of Laura Palmer; the last week of the life of Laura Palmer is chronicled.
105690,Oblegani,103,1992,6.5,58,68669,83363139,An ex-Navy Seal turned cook is the only person who can stop a group of terrorists when they seize control of a U.S. battleship.
105695,Neoproščeno,130,1992,8.2,85,327479,101157447,"Retired Old West gunslinger William Munny reluctantly takes on one last job, with the help of his old partner and a young man."
105698,Univerzalni vojak,102,1992,6.0,35,75626,36299898,"Private Luc Deveraux and his sadistic sergeant, Andrew Scott, got killed in Vietnam. The army uses their bodies for a secret project - reanimating dead soldiers as deadly obedient cyborgs. However, their memories come back too."
105793,Waynov svet,94,1992,7.0,57,127971,121697350,Two slacker friends try to promote their public-access cable show.
105812,Driblerja pod kosem,115,1992,6.7,65,66838,76253806,Black and white basketball hustlers join forces to double their chances of winning money on the street courts and in a basketball tournament.
106220,Pri Addamsovih 2,94,1993,6.7,62,66371,48919043,"The Addams Family try to rescue their beloved uncle Fester from his gold-digging new love, a black widow named Debbie."
106308,Army of Darkness,81,1992,7.6,57,146582,11502976,"A man is accidentally transported to 1300 A.D., where he must battle an army of the dead and retrieve the Necronomicon so he can return home."
106489,A Bronx Tale,121,1993,7.8,80,112434,17266971,A father becomes worried when a local gangster befriends his son in the Bronx in the 1960s.
106519,Carlitov zakon,144,1993,7.9,,180706,36948322,"A Puerto Rican former convict, just released from prison, pledges to stay away from drugs and violence despite the pressure around him and lead on to a better life outside of N.Y.C."
106582,Plezalec,113,1993,6.4,60,107546,84049211,A botched mid-air heist results in suitcases full of cash being searched for by various groups throughout the Rocky Mountains.
106611,Ledena steza,98,1993,6.9,60,81430,68856263,"When a Jamaican sprinter is disqualified from the Olympic Games, he enlists the help of a dishonored coach to start the first Jamaican Bobsled Team."
106677,Dazed and Confused,102,1993,7.7,78,142423,7993039,The adventures of high school and junior high students on the last day of school in May 1976.
106697,Unicevalec,115,1993,6.6,34,140404,58055768,A police officer is brought out of suspended animation in prison to pursue an old ultra-violent nemesis who is loose in a non-violent future society.
106856,Prosti pad,113,1993,7.6,56,151187,40903593,"An unemployed defense worker frustrated with the various flaws he sees in society, begins to psychotically and violently lash out against them."
106918,Firma,154,1993,6.8,58,101816,158348367,A young lawyer joins a prestigious law firm only to discover that it has a sinister dark side.
106977,Begunec,130,1993,7.8,87,238036,183875760,"Dr. Richard Kimble, unjustly accused of murdering his wife, must find the real killer while being the target of a nationwide manhunt lead by a seasoned US Marshall."
107048,Neskončen dan,101,1993,8.0,72,521233,70906973,A weatherman finds himself inexplicably living the same day over and over again.
107120,Carovnice se vracajo,96,1993,6.8,,73566,39514713,"A curious youngster moves to Salem, where he struggles to fit in before awakening a trio of diabolical witches that were executed in the 17th century."
107144,Napihnjenci 2,86,1993,6.6,,75900,38911970,"""Rambo"" parody in which Topper Harley leads a rescue team into Iraq to save Iraqi war prisoners and all of their previous rescue teams."
107206,Na ognjeni črti,128,1993,7.2,74,82221,102314283,"Secret Service agent Frank Horrigan couldn't save Kennedy, but he's determined not to let a clever assassin take out this president."
107207,V imenu očeta,133,1993,8.1,84,135733,25010410,A man's coerced confession to an IRA bombing he did not commit results in the imprisonment of his father as well. An English lawyer fights to free them.
107290,Jurski park,127,1993,8.1,68,747987,402453882,"During a preview tour, a theme park suffers a major power breakdown that allows its cloned dinosaur exhibits to run amok."
107362,Zadnja velika pustolovscina,130,1993,6.3,44,120555,50016394,"With the help of a magic ticket, a young film fan is transported into the fictional world of his favorite action film character."
107614,Gospa Doubtfire - Očka v krilu,125,1993,7.0,53,210960,219200000,"After a bitter divorce, an actor disguises himself as a female housekeeper to spend time with his children held in custody by his former wife."
107688,Predbozicna mora,76,1993,8.0,82,257315,75082668,"Jack Skellington, king of Halloween Town, discovers Christmas Town, but his attempts to bring Christmas to his home causes confusion."
107798,Pelikanovo porocilo,141,1993,6.6,50,67430,100768056,"A law student uncovers a conspiracy, putting herself and others in danger."
107808,Popoln svet,138,1993,7.5,71,65256,31160784,"A kidnapped boy strikes up a friendship with his captor: an escaped convict on the run from the law, while the search is headed up by an honorable Texas Ranger."
107818,Filadelfija,125,1993,7.7,66,200388,77324422,"When a man with HIV is fired by his law firm because of his condition, he hires a homophobic small time lawyer as the only willing advocate for a wrongful dismissal suit."
107822,Klavir,121,1993,7.6,89,71251,40158000,"A mute woman is sent to 1850s New Zealand along with her young daughter and prized piano for an arranged marriage to a wealthy landowner, but is soon lusted after by a local worker on the plantation."
107977,Robin Hood - Možje v pajkicah,104,1993,6.7,44,103233,35739755,"A spoof of Robin Hood in general and <a href=""/title/tt0102798"">Robin Hood - princ tatov</a> (1991) in particular."
108037,The Sandlot,101,1993,7.8,,68348,32416586,"In the summer of 1962, a new kid in town is taken under the wing of a young baseball prodigy and his rowdy team, resulting in many adventures."
108052,Schindlerjev seznam,195,1993,8.9,93,1033853,96067179,"In German-occupied Poland during World War II, Oskar Schindler gradually becomes concerned for his Jewish workforce after witnessing their persecution by the Nazi Germans."
108160,Romanca v Seattlu,105,1993,6.8,72,140038,126533006,A recently widowed man's son calls a radio talk-show in an attempt to find his father a partner.
108358,Tombstone,130,1993,7.8,50,109709,56505065,"A successful lawman's plans to retire anonymously in Tombstone, Arizona, are disrupted by the kind of outlaws he was famous for eliminating."
108394,Tri barve - modra,98,1993,8.0,85,74409,1324974,A woman struggles to find a way to live her life after the death of her husband and child.
108399,Prava stvar,119,1993,7.9,59,182950,12281500,"In Detroit, a lonely pop culture geek marries a call girl, steals cocaine from her pimp, and tries to sell it in Hollywood. Meanwhile, the owners of the cocaine, the Mob, track them down in an attempt to reclaim it."
108525,Waynov svet 2,95,1993,6.2,60,69311,48197805,The inseparable duo try to organize a rock concert while Wayne must fend off a record producer who has an eye for his girlfriend.
108550,Kaj zre Gilberta Grapea?,118,1993,7.8,73,191795,9170214,"After his father's death, Gilbert has to care for his mentally-disabled brother, Arnie, and his morbidly obese mother. This situation is suddenly challenged though, when love unexpectedly walks into his life."
109040,Ace Ventura - nori detektiv,86,1994,6.9,37,246208,72217000,A goofy detective specializing in animals goes in search of the missing mascot of the Miami Dolphins.
109254,Policaj z Beverly Hillsa 3,104,1994,5.5,16,68248,42610000,"Axel Foley, while investigating a car theft ring, comes across something much bigger than that: the same men who shot his boss are running a counterfeit money ring out of a theme park in Los Angeles."
109444,Neposredna nevarnost,141,1994,6.9,74,78639,122187717,CIA Analyst Jack Ryan is drawn into an illegal war fought by the US government against a Colombian drug cartel.
109445,Trgovci,92,1994,7.8,70,197232,3151130,"A day in the lives of two convenience clerks named Dante and Randal as they annoy customers, discuss movies, and play hockey on the store roof."
109506,Vran,102,1994,7.6,71,151198,50693162,A man brutally murdered comes back to life as an undead avenger of his and his fiancée's murder.
109686,Butec in butec,107,1994,7.3,41,320241,127175354,The cross-country adventures of 2 good-hearted but incredibly stupid friends.
109707,Ed Wood,127,1994,7.9,70,154193,5887457,"Ambitious but troubled movie director Edward D. Wood Jr. tries his best to fulfill his dreams, despite his lack of talent."
109813,Kremenckovi,91,1994,4.8,38,67958,130512915,"In this live-action feature of the cartoon show, Fred Flintstone finally gets the job he's always wanted, but it may just come at a price."
109830,Forrest Gump,142,1994,8.8,82,1524881,330252182,"The presidencies of Kennedy and Johnson, Vietnam, Watergate, and other history unfold through the perspective of an Alabama man with an IQ of 75."
109831,Stiri poroke in pogreb,117,1994,7.1,81,121725,52700832,"Over the course of five social occasions, a committed bachelor must consider the notion that he may have discovered love."
110074,Hulahop,111,1994,7.3,53,70894,2869369,A naive business graduate is installed as president of a manufacturing company as part of a stock scam.
110148,Intervju z vampirjem,123,1994,7.6,59,266872,105264608,"A vampire tells his epic life story: love, betrayal, loneliness, and hunger."
110322,Jesenska pripoved,133,1994,7.5,45,128199,66638883,"In the early 1900s, three brothers and their father living in the remote wilderness of Montana are affected by betrayal, history, love, nature, and war."
110357,The Lion King,88,1994,8.5,83,788720,312900000,"A Lion cub crown prince is tricked by a treacherous uncle into thinking he caused his father's death and flees into exile in despair, only to learn in adulthood his identity and his responsibilities."
110413,Léon,110,1994,8.6,64,877856,19501238,"Mathilda, a 12-year-old girl, is reluctantly taken in by Léon, a professional assassin, after her family is murdered. Léon and Mathilda form an unusual relationship, as she becomes his protégée and learns the assassin's trade."
110475,Maska,101,1994,6.9,56,302876,119938730,Bank clerk Stanley Ipkiss is transformed into a manic superhero when he wears a mysterious mask.
110478,Maverick,127,1994,7.0,62,92279,101631272,"Bret Maverick, needing money for a poker tournament, faces various comic mishaps and challenges, including a charming woman thief."
110622,Gola pistola 33 1/3,83,1994,6.5,63,86337,51132598,Frank Drebin comes out of retirement to help Police Squad infiltrate a gang of terrorists planning to detonate a bomb at the Academy Awards.
110632,Rojena morilca,118,1994,7.3,74,194364,50282766,Two victims of traumatized childhoods become lovers and psychopathic serial murderers irresponsibly glorified by the mass media.
110912,Šund,154,1994,8.9,94,1564051,107928762,"The lives of two mob hitmen, a boxer, a gangster's wife, and a pair of diner bandits intertwine in four tales of violence and redemption."
111070,Bozicek,97,1994,6.4,57,78755,144833357,"When a man inadvertantly kills Santa on Christmas Eve, he finds himself magically recruited to take his place."
111161,Kaznilnica odrešitve,142,1994,9.3,80,2003395,28341469,"Two imprisoned men bond over a number of years, finding solace and eventual redemption through acts of common decency."
111257,Hitrost,116,1994,7.2,78,292703,121248145,A young police officer must prevent a bomb exploding aboard a city bus by keeping its speed above 50 mph.
111280,Star Trek: Generations,118,1994,6.6,55,68079,75668868,"With the help of long presumed dead Captain Kirk, Captain Picard must stop a renegade scientist willing to murder on a planetary scale in order to enter a space matrix."
111282,Zvezdna vrata,116,1994,7.1,42,161958,71565669,"An interstellar teleportation device, found in Egypt, leads to a planet with humans resembling ancient Egyptians who worship the god Ra."
111495,Tri barve - rdeca,99,1994,8.1,100,76248,4043686,A model discovers her neighbor is keen on invading people's privacy.
111503,Resnicne lazi,141,1994,7.2,63,213097,146282411,"A fearless, globe-trotting, terrorist-battling secret agent has his life turned upside down when he discovers his wife might be having an affair with a used car salesman while terrorists smuggle nuclear war heads into the United States."
112281,Ace Ventura 2 - Klic narave,90,1995,6.3,45,181547,108385533,"Ace Ventura, Pet Detective, returns from a spiritual quest to investigate the disappearance of a rare white bat, the sacred animal of a tribe in Africa."
112384,Apollo 13,140,1995,7.6,77,237042,173837933,NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.
112401,Profesionalec,132,1995,6.3,,70593,30306268,Professional hit-man Robert Rath wants to fulfill a few more contracts before retiring but unscrupulous ambitious newcomer hit-man Miguel Bain keeps killing Rath's targets.
112431,Pujsek Babe,91,1995,6.8,83,105381,66600000,"Babe, a pig raised by sheepdogs, learns to herd sheep with a little help from Farmer Hoggett."
112442,Podli fantje,119,1995,6.8,41,198719,65807024,Two hip detectives protect a witness to a murder while investigating a case of stolen heroin from the evidence storage room from their police precinct.
112461,Kosarkarjev dnevnik,102,1995,7.3,46,91063,2424439,A teenager finds his dreams of becoming a basketball star threatened after he free falls into the harrowing world of drug addiction.
112462,Batman za vedno,121,1995,5.4,51,213663,184031112,"Batman must battle former district attorney Harvey Dent, who is now Two-Face and Edward Nygma, The Riddler with help from an amorous psychologist and a young circus acrobat who becomes his sidekick, Robin."
112471,Pred zoro,101,1995,8.1,77,227678,5535405,"A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together."
112508,Billy Madison,89,1995,6.4,16,117520,25588750,"In order to inherit his fed up father's hotel empire, an immature and lazy man must repeat grades 1-12 all over again."
112573,Pogumno srce,178,1995,8.4,68,861613,75600000,"When his secret bride is executed for assaulting an English soldier who tried to rape her, Sir William Wallace begins a revolt against King Edward I of England."
112579,Najini mostovi,135,1995,7.6,66,62942,71516617,"Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson, for four days in the 1960s."
112641,Kazino,178,1995,8.2,73,397496,42438300,"A tale of greed, deception, money, power, and murder occur between two best friends: a mafia enforcer and a casino executive, compete against each other over a gambling empire, and over a fast living and fast loving socialite."
112642,Casper,100,1995,6.1,49,102052,100328194,A paranormal expert and his daughter bunk in an abandoned house populated by three mischievous ghosts and one friendly one.
112697,Nimas pojma,97,1995,6.8,68,148370,56631572,"A rich high school student tries to boost a new pupil's popularity, but reckons without affairs of the heart getting in the way."
112740,Škrlatna plima,116,1995,7.3,66,90803,91400000,"On a U.S. nuclear missile sub, a young First Officer stages a mutiny, to prevent his trigger happy Captain from launching his missiles, before confirming his orders to do so."
